Species,Accepted,Class,Order,Family,Mass,Mass imputed
Rana iberica,Rana iberica,Amphibia,Anura,Ranidae,6.03,FALSE
Rana italica,Rana italica,Amphibia,Anura,Ranidae,9.974833232293928,TRUE
Rana pyrenaica,Rana pyrenaica,Amphibia,Anura,Ranidae,143.60268797333677,TRUE
Rana temporaria,Rana temporaria,Amphibia,Anura,Ranidae,42.24,FALSE
Salamandra algira,Salamandra algira,Amphibia,Caudata,Salamandridae,0.16204774350485318,TRUE
Salamandra corsica,Salamandra corsica,Amphibia,Caudata,Salamandridae,19.853926789942257,TRUE
Salamandrina perspicillata,Salamandrina perspicillata,Amphibia,Caudata,Salamandridae,9.061177187933657,TRUE
Salamandrina terdigitata,Salamandrina terdigitata,Amphibia,Caudata,Salamandridae,780.5522647977192,TRUE
Speleomantes ambrosii,Speleomantes ambrosii,Amphibia,Caudata,Plethodontidae,2.26,FALSE
Speleomantes flavus,Speleomantes flavus,Amphibia,Caudata,Plethodontidae,317.5793231330547,TRUE
Speleomantes imperialis,Speleomantes imperialis,Amphibia,Caudata,Plethodontidae,3.92,FALSE
Speleomantes italicus,Speleomantes italicus,Amphibia,Caudata,Plethodontidae,2.88,FALSE
Speleomantes sarrabusensis,Speleomantes sarrabusensis,Amphibia,Caudata,Plethodontidae,51.549366372402424,TRUE
Speleomantes strinatii,Speleomantes strinatii,Amphibia,Caudata,Plethodontidae,127.36609799639501,TRUE
Speleomantes supramontis,Speleomantes supramontis,Amphibia,Caudata,Plethodontidae,5.08,FALSE
Triturus carnifex,Triturus carnifex,Amphibia,Caudata,Salamandridae,8.84,FALSE
Triturus cristatus,Triturus cristatus,Amphibia,Caudata,Salamandridae,7.34,FALSE
Triturus dobrogicus,Triturus dobrogicus,Amphibia,Caudata,Salamandridae,4.7,FALSE
Triturus karelinii,Triturus karelinii,Amphibia,Caudata,Salamandridae,82.83972628197971,TRUE
Triturus marmoratus,Triturus marmoratus,Amphibia,Caudata,Salamandridae,8.91,FALSE
Triturus pygmaeus,Triturus pygmaeus,Amphibia,Caudata,Salamandridae,2.94,FALSE
Xenopus laevis,Xenopus laevis,Amphibia,Anura,Pipidae,76.21,FALSE
Struthio camelus,Struthio camelus,Aves,Struthioniformes,Struthionidae,111000,FALSE
Rhea americana,Rhea americana,Aves,Rheiformes,Rheidae,23000,FALSE
Rhea pennata,Rhea pennata,Aves,Rheiformes,Rheidae,23900,FALSE
Casuarius casuarius,Casuarius casuarius,Aves,Casuariiformes,Casuariidae,44000,FALSE
Casuarius bennetti,Casuarius bennetti,Aves,Casuariiformes,Casuariidae,34999.99,FALSE
Casuarius unappendiculatus,Casuarius unappendiculatus,Aves,Casuariiformes,Casuariidae,46073.85,FALSE
Dromaius novaehollandiae,Dromaius novaehollandiae,Aves,Casuariiformes,Dromaiidae,34093.25,FALSE
Apteryx australis,Apteryx australis,Aves,Apterygiformes,Apterygidae,2320.51,FALSE
Apteryx owenii,Apteryx owenii,Aves,Apterygiformes,Apterygidae,1238.29,FALSE
Apteryx haastii,Apteryx haastii,Aves,Apterygiformes,Apterygidae,2022.68,FALSE
Tinamus tao,Tinamus tao,Aves,Tinamiformes,Tinamidae,1600.1,FALSE
Tinamus solitarius,Tinamus solitarius,Aves,Tinamiformes,Tinamidae,1386.41,FALSE
Tinamus osgoodi,Tinamus osgoodi,Aves,Tinamiformes,Tinamidae,1285,FALSE
Tinamus major,Tinamus major,Aves,Tinamiformes,Tinamidae,1026.21,FALSE
Tinamus guttatus,Tinamus guttatus,Aves,Tinamiformes,Tinamidae,686.18,FALSE
Nothocercus bonapartei,Nothocercus bonapartei,Aves,Tinamiformes,Tinamidae,763,FALSE
Nothocercus julius,Nothocercus julius,Aves,Tinamiformes,Tinamidae,674.5,FALSE
Nothocercus nigrocapillus,Nothocercus nigrocapillus,Aves,Tinamiformes,Tinamidae,586,FALSE
Crypturellus berlepschi,Crypturellus berlepschi,Aves,Tinamiformes,Tinamidae,516.83,FALSE
Crypturellus cinereus,Crypturellus cinereus,Aves,Tinamiformes,Tinamidae,506.63,FALSE
Crypturellus soui,Crypturellus soui,Aves,Tinamiformes,Tinamidae,216.16,FALSE
Crypturellus ptaritepui,Crypturellus ptaritepui,Aves,Tinamiformes,Tinamidae,411.51,FALSE
Crypturellus obsoletus,Crypturellus obsoletus,Aves,Tinamiformes,Tinamidae,443.4,FALSE
Crypturellus cinnamomeus,Crypturellus cinnamomeus,Aves,Tinamiformes,Tinamidae,422,FALSE
Crypturellus undulatus,Crypturellus undulatus,Aves,Tinamiformes,Tinamidae,564.42,FALSE
Crypturellus transfasciatus,Crypturellus transfasciatus,Aves,Tinamiformes,Tinamidae,283,FALSE
Crypturellus strigulosus,Crypturellus strigulosus,Aves,Tinamiformes,Tinamidae,430.58,FALSE
Crypturellus boucardi,Crypturellus boucardi,Aves,Tinamiformes,Tinamidae,435.62,FALSE
Crypturellus kerriae,Crypturellus kerriae,Aves,Tinamiformes,Tinamidae,411.51,FALSE
Crypturellus erythropus,Crypturellus erythropus,Aves,Tinamiformes,Tinamidae,485,FALSE
Crypturellus duidae,Crypturellus duidae,Aves,Tinamiformes,Tinamidae,426,FALSE
Crypturellus noctivagus,Crypturellus noctivagus,Aves,Tinamiformes,Tinamidae,561.99,FALSE
Crypturellus atrocapillus,Crypturellus atrocapillus,Aves,Tinamiformes,Tinamidae,453,FALSE
Crypturellus variegatus,Crypturellus variegatus,Aves,Tinamiformes,Tinamidae,378,FALSE
Crypturellus brevirostris,Crypturellus brevirostris,Aves,Tinamiformes,Tinamidae,411.51,FALSE
Crypturellus bartletti,Crypturellus bartletti,Aves,Tinamiformes,Tinamidae,241,FALSE
Crypturellus parvirostris,Crypturellus parvirostris,Aves,Tinamiformes,Tinamidae,198.99,FALSE
Crypturellus casiquiare,Crypturellus casiquiare,Aves,Tinamiformes,Tinamidae,411.51,FALSE
Crypturellus tataupa,Crypturellus tataupa,Aves,Tinamiformes,Tinamidae,218.8,FALSE
Rhynchotus rufescens,Rhynchotus rufescens,Aves,Tinamiformes,Tinamidae,843.47,FALSE
Nothoprocta taczanowskii,Nothoprocta taczanowskii,Aves,Tinamiformes,Tinamidae,475.31,FALSE
Nothoprocta ornata,Nothoprocta ornata,Aves,Tinamiformes,Tinamidae,619.27,FALSE
Nothoprocta pentlandii,Nothoprocta pentlandii,Aves,Tinamiformes,Tinamidae,300.73,FALSE
Nothoprocta cinerascens,Nothoprocta cinerascens,Aves,Tinamiformes,Tinamidae,523.89,FALSE
Nothoprocta perdicaria,Nothoprocta perdicaria,Aves,Tinamiformes,Tinamidae,458,FALSE
Nothoprocta curvirostris,Nothoprocta curvirostris,Aves,Tinamiformes,Tinamidae,376,FALSE
Nothura darwinii,Nothura darwinii,Aves,Tinamiformes,Tinamidae,244.58,FALSE
Nothura chacoensis,Nothura chacoensis,Aves,Tinamiformes,Tinamidae,226.08,FALSE
Nothura maculosa,Nothura maculosa,Aves,Tinamiformes,Tinamidae,257.48,FALSE
Nothura minor,Nothura minor,Aves,Tinamiformes,Tinamidae,165.8,FALSE
Nothura boraquira,Nothura boraquira,Aves,Tinamiformes,Tinamidae,283,FALSE
Taoniscus nanus,Taoniscus nanus,Aves,Tinamiformes,Tinamidae,43,FALSE
Eudromia elegans,Eudromia elegans,Aves,Tinamiformes,Tinamidae,702.9,FALSE
Eudromia formosa,Eudromia formosa,Aves,Tinamiformes,Tinamidae,772.93,FALSE
Tinamotis pentlandii,Tinamotis pentlandii,Aves,Tinamiformes,Tinamidae,650,FALSE
Tinamotis ingoufi,Tinamotis ingoufi,Aves,Tinamiformes,Tinamidae,730,FALSE
Ortalis vetula,Ortalis vetula,Aves,Galliformes,Cracidae,562.6,FALSE
Ortalis cinereiceps,Ortalis cinereiceps,Aves,Galliformes,Cracidae,493,FALSE
Ortalis garrula,Ortalis garrula,Aves,Galliformes,Cracidae,532,FALSE
Ortalis ruficauda,Ortalis ruficauda,Aves,Galliformes,Cracidae,586.24,FALSE
Ortalis erythroptera,Ortalis erythroptera,Aves,Galliformes,Cracidae,632,FALSE
Ortalis wagleri,Ortalis wagleri,Aves,Galliformes,Cracidae,833.99,FALSE
Ortalis poliocephala,Ortalis poliocephala,Aves,Galliformes,Cracidae,760,FALSE
Ortalis canicollis,Ortalis canicollis,Aves,Galliformes,Cracidae,539,FALSE
Ortalis leucogastra,Ortalis leucogastra,Aves,Galliformes,Cracidae,495.82,FALSE
Ortalis guttata,Ortalis guttata,Aves,Galliformes,Cracidae,547.72,FALSE
Ortalis motmot,Ortalis motmot,Aves,Galliformes,Cracidae,520,FALSE
Ortalis superciliaris,Ortalis superciliaris,Aves,Galliformes,Cracidae,578.6,FALSE
Penelope argyrotis,Penelope argyrotis,Aves,Galliformes,Cracidae,806.71,FALSE
Penelope barbata,Penelope barbata,Aves,Galliformes,Cracidae,1179.66,FALSE
Penelope ortoni,Penelope ortoni,Aves,Galliformes,Cracidae,1179.66,FALSE
Penelope montagnii,Penelope montagnii,Aves,Galliformes,Cracidae,706,FALSE
Penelope marail,Penelope marail,Aves,Galliformes,Cracidae,879.67,FALSE
Penelope superciliaris,Penelope superciliaris,Aves,Galliformes,Cracidae,894.99,FALSE
Penelope dabbenei,Penelope dabbenei,Aves,Galliformes,Cracidae,1230,FALSE
Penelope purpurascens,Penelope purpurascens,Aves,Galliformes,Cracidae,2060,FALSE
Penelope perspicax,Penelope perspicax,Aves,Galliformes,Cracidae,1179.66,FALSE
Penelope albipennis,Penelope albipennis,Aves,Galliformes,Cracidae,1750,FALSE
Penelope jacquacu,Penelope jacquacu,Aves,Galliformes,Cracidae,1487.9,FALSE
Penelope obscura,Penelope obscura,Aves,Galliformes,Cracidae,1770,FALSE
Penelope pileata,Penelope pileata,Aves,Galliformes,Cracidae,1249.79,FALSE
Penelope ochrogaster,Penelope ochrogaster,Aves,Galliformes,Cracidae,1179.66,FALSE
Penelope jacucaca,Penelope jacucaca,Aves,Galliformes,Cracidae,1282,FALSE
Pipile pipile,Aburria pipile,Aves,Galliformes,Cracidae,1816.59,FALSE
Pipile cumanensis,Aburria cumanensis,Aves,Galliformes,Cracidae,1239.22,FALSE
Pipile cujubi,Aburria cujubi,Aves,Galliformes,Cracidae,1195.82,FALSE
Pipile jacutinga,Aburria jacutinga,Aves,Galliformes,Cracidae,1240.96,FALSE
Aburria aburri,Aburria aburri,Aves,Galliformes,Cracidae,1405.08,FALSE
Chamaepetes unicolor,Chamaepetes unicolor,Aves,Galliformes,Cracidae,1135,FALSE
Chamaepetes goudotii,Chamaepetes goudotii,Aves,Galliformes,Cracidae,727.67,FALSE
Penelopina nigra,Penelopina nigra,Aves,Galliformes,Cracidae,889.99,FALSE
Oreophasis derbianus,Oreophasis derbianus,Aves,Galliformes,Cracidae,2071.54,FALSE
Nothocrax urumutum,Nothocrax urumutum,Aves,Galliformes,Cracidae,1700,FALSE
Mitu tomentosum,Mitu tomentosum,Aves,Galliformes,Cracidae,2187.62,FALSE
Mitu salvini,Mitu salvini,Aves,Galliformes,Cracidae,3100,FALSE
Mitu tuberosum,Mitu tuberosum,Aves,Galliformes,Cracidae,2769.46,FALSE
Mitu mitu,Mitu mitu,Aves,Galliformes,Cracidae,2850.47,FALSE
Pauxi pauxi,Pauxi pauxi,Aves,Galliformes,Cracidae,3117.69,FALSE
Pauxi unicornis,Pauxi unicornis,Aves,Galliformes,Cracidae,3743.23,FALSE
Crax rubra,Crax rubra,Aves,Galliformes,Cracidae,4133,FALSE
Crax alberti,Crax alberti,Aves,Galliformes,Cracidae,2800,FALSE
Crax daubentoni,Crax daubentoni,Aves,Galliformes,Cracidae,2499.91,FALSE
Crax alector,Crax alector,Aves,Galliformes,Cracidae,2872,FALSE
Crax globulosa,Crax globulosa,Aves,Galliformes,Cracidae,2500,FALSE
Crax fasciolata,Crax fasciolata,Aves,Galliformes,Cracidae,2600,FALSE
Crax blumenbachii,Crax blumenbachii,Aves,Galliformes,Cracidae,3500,FALSE
Alectura lathami,Alectura lathami,Aves,Galliformes,Megapodiidae,2333.06,FALSE
Aepypodius arfakianus,Aepypodius arfakianus,Aves,Galliformes,Megapodiidae,1463.8,FALSE
Aepypodius bruijnii,Aepypodius bruijnii,Aves,Galliformes,Megapodiidae,192,FALSE
Talegalla cuvieri,Talegalla cuvieri,Aves,Galliformes,Megapodiidae,1785,FALSE
Talegalla fuscirostris,Talegalla fuscirostris,Aves,Galliformes,Megapodiidae,1314.47,FALSE
Talegalla jobiensis,Talegalla jobiensis,Aves,Galliformes,Megapodiidae,1478.81,FALSE
Macrocephalon maleo,Macrocephalon maleo,Aves,Galliformes,Megapodiidae,1563.26,FALSE
Megapodius nicobariensis,Megapodius nicobariensis,Aves,Galliformes,Megapodiidae,836.69,FALSE
Megapodius cumingii,Megapodius cumingii,Aves,Galliformes,Megapodiidae,1044,FALSE
Megapodius bernsteinii,Megapodius bernsteinii,Aves,Galliformes,Megapodiidae,768.57,FALSE
Megapodius reinwardt,Megapodius reinwardt,Aves,Galliformes,Megapodiidae,875.81,FALSE
Megapodius freycinet,Megapodius freycinet,Aves,Galliformes,Megapodiidae,642.48,FALSE
Megapodius affinis,Megapodius reinwardt,Aves,Galliformes,Megapodiidae,666.34,FALSE
Megapodius eremita,Megapodius eremita,Aves,Galliformes,Megapodiidae,676.67,FALSE
Megapodius layardi,Megapodius layardi,Aves,Galliformes,Megapodiidae,768.57,FALSE
Megapodius laperouse,Megapodius laperouse,Aves,Galliformes,Megapodiidae,308,FALSE
Megapodius pritchardii,Megapodius pritchardii,Aves,Galliformes,Megapodiidae,365,FALSE
Eulipoa wallacei,Eulipoa wallacei,Aves,Galliformes,Megapodiidae,504.97,FALSE
Leipoa ocellata,Leipoa ocellata,Aves,Galliformes,Megapodiidae,1913.89,FALSE
Lerwa lerwa,Lerwa lerwa,Aves,Galliformes,Phasianidae,567.34,FALSE
Ammoperdix griseogularis,Ammoperdix griseogularis,Aves,Galliformes,Phasianidae,201.86,FALSE
Ammoperdix heyi,Ammoperdix heyi,Aves,Galliformes,Phasianidae,189.73,FALSE
Tetraogallus caucasicus,Tetraogallus caucasicus,Aves,Galliformes,Phasianidae,1830.79,FALSE
Tetraogallus caspius,Tetraogallus caspius,Aves,Galliformes,Phasianidae,2508.24,FALSE
Tetraogallus tibetanus,Tetraogallus tibetanus,Aves,Galliformes,Phasianidae,1488.87,FALSE
Tetraogallus altaicus,Tetraogallus altaicus,Aves,Galliformes,Phasianidae,2760.43,FALSE
Tetraogallus himalayensis,Tetraogallus himalayensis,Aves,Galliformes,Phasianidae,2428,FALSE
Tetraophasis obscurus,Tetraophasis obscurus,Aves,Galliformes,Phasianidae,855.35,FALSE
Tetraophasis szechenyii,Tetraophasis szechenyii,Aves,Galliformes,Phasianidae,1052.99,FALSE
Alectoris barbara,Alectoris barbara,Aves,Galliformes,Phasianidae,416.33,FALSE
Alectoris melanocephala,Alectoris melanocephala,Aves,Galliformes,Phasianidae,614.75,FALSE
Alectoris chukar,Alectoris chukar,Aves,Galliformes,Phasianidae,502.1,FALSE
Alectoris philbyi,Alectoris philbyi,Aves,Galliformes,Phasianidae,441,FALSE
Alectoris magna,Alectoris magna,Aves,Galliformes,Phasianidae,541.35,FALSE
Alectoris graeca,Alectoris graeca,Aves,Galliformes,Phasianidae,594.11,FALSE
Francolinus francolinus,Francolinus francolinus,Aves,Galliformes,Phasianidae,452.07,FALSE
Francolinus pictus,Francolinus pictus,Aves,Galliformes,Phasianidae,286.84,FALSE
Francolinus pintadeanus,Francolinus pintadeanus,Aves,Galliformes,Phasianidae,310,FALSE
Francolinus pondicerianus,Francolinus pondicerianus,Aves,Galliformes,Phasianidae,249.94,FALSE
Francolinus gularis,Francolinus gularis,Aves,Galliformes,Phasianidae,509.99,FALSE
Francolinus coqui,Francolinus coqui,Aves,Galliformes,Phasianidae,262,FALSE
Francolinus albogularis,Francolinus albogularis,Aves,Galliformes,Phasianidae,276,FALSE
Francolinus schlegelii,Francolinus schlegelii,Aves,Galliformes,Phasianidae,236.58,FALSE
Francolinus lathami,Francolinus lathami,Aves,Galliformes,Phasianidae,269,FALSE
Francolinus sephaena,Francolinus sephaena,Aves,Galliformes,Phasianidae,340.47,FALSE
Francolinus streptophorus,Francolinus streptophorus,Aves,Galliformes,Phasianidae,385,FALSE
Francolinus finschi,Francolinus finschi,Aves,Galliformes,Phasianidae,569.2,FALSE
Francolinus africanus,Francolinus africanus,Aves,Galliformes,Phasianidae,389.68,FALSE
Francolinus levaillantii,Francolinus levaillantii,Aves,Galliformes,Phasianidae,430.88,FALSE
Francolinus psilolaemus,Francolinus psilolaemus,Aves,Galliformes,Phasianidae,478.33,FALSE
Francolinus shelleyi,Francolinus shelleyi,Aves,Galliformes,Phasianidae,488,FALSE
Francolinus levaillantoides,Francolinus levalliantoides,Aves,Galliformes,Phasianidae,376.69,FALSE
Francolinus nahani,Francolinus nahani,Aves,Galliformes,Phasianidae,310,FALSE
Francolinus hartlaubi,Francolinus hartlaubi,Aves,Galliformes,Phasianidae,241.45,FALSE
Francolinus bicalcaratus,Francolinus bicalcaratus,Aves,Galliformes,Phasianidae,439.5,FALSE
Francolinus clappertoni,Francolinus clappertoni,Aves,Galliformes,Phasianidae,469.61,FALSE
Francolinus icterorhynchus,Francolinus icterorhynchus,Aves,Galliformes,Phasianidae,571,FALSE
Francolinus harwoodi,Francolinus harwoodi,Aves,Galliformes,Phasianidae,493.02,FALSE
Francolinus adspersus,Francolinus adspersus,Aves,Galliformes,Phasianidae,428.03,FALSE
Francolinus capensis,Francolinus capensis,Aves,Galliformes,Phasianidae,629.84,FALSE
Francolinus hildebrandti,Francolinus hildebrandti,Aves,Galliformes,Phasianidae,531.98,FALSE
Francolinus natalensis,Francolinus natalensis,Aves,Galliformes,Phasianidae,508.09,FALSE
Francolinus ahantensis,Francolinus ahantensis,Aves,Galliformes,Phasianidae,544.14,FALSE
Francolinus squamatus,Francolinus squamatus,Aves,Galliformes,Phasianidae,449.45,FALSE
Francolinus griseostriatus,Francolinus griseostriatus,Aves,Galliformes,Phasianidae,288.49,FALSE
Francolinus leucoscepus,Francolinus leucoscepus,Aves,Galliformes,Phasianidae,640.61,FALSE
Francolinus rufopictus,Francolinus rufopictus,Aves,Galliformes,Phasianidae,706.13,FALSE
Francolinus afer,Francolinus afer,Aves,Galliformes,Phasianidae,454.81,FALSE
Francolinus swainsonii,Francolinus swainsonii,Aves,Galliformes,Phasianidae,597.1,FALSE
Francolinus erckelii,Francolinus erckelii,Aves,Galliformes,Phasianidae,1197.81,FALSE
Francolinus ochropectus,Francolinus ochropectus,Aves,Galliformes,Phasianidae,699.6,FALSE
Francolinus castaneicollis,Francolinus castaneicollis,Aves,Galliformes,Phasianidae,791.53,FALSE
Francolinus nobilis,Francolinus nobilis,Aves,Galliformes,Phasianidae,878,FALSE
Francolinus jacksoni,Francolinus jacksoni,Aves,Galliformes,Phasianidae,1097,FALSE
Francolinus camerunensis,Francolinus camerunensis,Aves,Galliformes,Phasianidae,549.39,FALSE
Francolinus swierstrai,Francolinus swierstrai,Aves,Galliformes,Phasianidae,460.29,FALSE
Perdix dauurica,Perdix dauurica,Aves,Galliformes,Phasianidae,263.41,FALSE
Perdix hodgsoniae,Perdix hodgsoniae,Aves,Galliformes,Phasianidae,363.73,FALSE
Rhizothera longirostris,Rhizothera longirostris,Aves,Galliformes,Phasianidae,746.72,FALSE
Margaroperdix madagascariensis,Margaroperdix madagarensis,Aves,Galliformes,Phasianidae,245,FALSE
Melanoperdix niger,Melanoperdix niger,Aves,Galliformes,Phasianidae,280,FALSE
Coturnix coturnix,Coturnix coturnix,Aves,Galliformes,Phasianidae,96.28,FALSE
Coturnix japonica,Coturnix japonica,Aves,Galliformes,Phasianidae,94.78,FALSE
Coturnix pectoralis,Coturnix pectoralis,Aves,Galliformes,Phasianidae,101.86,FALSE
Coturnix coromandelica,Coturnix coromandelica,Aves,Galliformes,Phasianidae,73.75,FALSE
Coturnix delegorguei,Coturnix delegorguei,Aves,Galliformes,Phasianidae,76,FALSE
Coturnix ypsilophora,Coturnix ypsilophora,Aves,Galliformes,Phasianidae,107.69,FALSE
Coturnix chinensis,Coturnix chinensis,Aves,Galliformes,Phasianidae,40.41,FALSE
Anurophasis monorthonyx,Anurophasis monorthonyx,Aves,Galliformes,Phasianidae,401,FALSE
Perdicula asiatica,Perdicula asiatica,Aves,Galliformes,Phasianidae,68.36,FALSE
Perdicula argoondah,Perdicula argoondah,Aves,Galliformes,Phasianidae,60.48,FALSE
Perdicula erythrorhyncha,Perdicula erythrorhyncha,Aves,Galliformes,Phasianidae,67.55,FALSE
Perdicula manipurensis,Perdicula manipurensis,Aves,Galliformes,Phasianidae,70.65,FALSE
Xenoperdix udzungwensis,Xenoperdix udzungwensis,Aves,Galliformes,Phasianidae,224.94,FALSE
Arborophila torqueola,Arborophila torqueola,Aves,Galliformes,Phasianidae,344.46,FALSE
Arborophila rufogularis,Arborophila rufogularis,Aves,Galliformes,Phasianidae,344.46,FALSE
Arborophila atrogularis,Arborophila atrogularis,Aves,Galliformes,Phasianidae,237.31,FALSE
Arborophila crudigularis,Arborophila crudigularis,Aves,Galliformes,Phasianidae,256.77,FALSE
Arborophila mandellii,Arborophila mandellii,Aves,Galliformes,Phasianidae,268,FALSE
Arborophila brunneopectus,Arborophila brunneopectus,Aves,Galliformes,Phasianidae,291.47,FALSE
Arborophila rufipectus,Arborophila rufipectus,Aves,Galliformes,Phasianidae,400.11,FALSE
Arborophila orientalis,Arborophila orientalis,Aves,Galliformes,Phasianidae,336,FALSE
Arborophila javanica,Arborophila javanica,Aves,Galliformes,Phasianidae,272,FALSE
Arborophila hyperythra,Arborophila hyperythra,Aves,Galliformes,Phasianidae,270,FALSE
Arborophila gingica,Arborophila gingica,Aves,Galliformes,Phasianidae,253,FALSE
Arborophila davidi,Arborophila davidi,Aves,Galliformes,Phasianidae,241,FALSE
Arborophila cambodiana,Arborophila cambodiana,Aves,Galliformes,Phasianidae,285.87,FALSE
Arborophila rubrirostris,Arborophila rubrirostris,Aves,Galliformes,Phasianidae,225.35,FALSE
Arborophila ardens,Arborophila ardens,Aves,Galliformes,Phasianidae,266.64,FALSE
Arborophila chloropus,Arborophila chloropus,Aves,Galliformes,Phasianidae,250,FALSE
Arborophila charltonii,Arborophila charltonii,Aves,Galliformes,Phasianidae,269.25,FALSE
Caloperdix oculeus,Caloperdix oculeus,Aves,Galliformes,Phasianidae,209.04,FALSE
Haematortyx sanguiniceps,Haematortyx sanguiniceps,Aves,Galliformes,Phasianidae,300,FALSE
Rollulus rouloul,Rollulus rouloul,Aves,Galliformes,Phasianidae,216.48,FALSE
Ptilopachus petrosus,Ptilopachus petrosus,Aves,Galliformes,Phasianidae,193,FALSE
Bambusicola fytchii,Bambusicola fytchii,Aves,Galliformes,Phasianidae,313.65,FALSE
Bambusicola thoracicus,Bambusicola thoracicus,Aves,Galliformes,Phasianidae,264.79,FALSE
Galloperdix spadicea,Galloperdix spadicea,Aves,Galliformes,Phasianidae,359.07,FALSE
Galloperdix lunulata,Galloperdix lunulata,Aves,Galliformes,Phasianidae,254.39,FALSE
Galloperdix bicalcarata,Galloperdix bicalcarata,Aves,Galliformes,Phasianidae,290.93,FALSE
Ithaginis cruentus,Ithaginis cruentus,Aves,Galliformes,Phasianidae,530.67,FALSE
Tragopan melanocephalus,Tragopan melanocephalus,Aves,Galliformes,Phasianidae,1613.19,FALSE
Tragopan satyra,Tragopan satyra,Aves,Galliformes,Phasianidae,1417.03,FALSE
Tragopan blythii,Tragopan blythii,Aves,Galliformes,Phasianidae,1930,FALSE
Tragopan temminckii,Tragopan temminckii,Aves,Galliformes,Phasianidae,1163.38,FALSE
Tragopan caboti,Tragopan caboti,Aves,Galliformes,Phasianidae,1122.49,FALSE
Pucrasia macrolopha,Pucrasia macrolopha,Aves,Galliformes,Phasianidae,1050.47,FALSE
Lophophorus impejanus,Lophophorus impejanus,Aves,Galliformes,Phasianidae,2066.51,FALSE
Lophophorus sclateri,Lophophorus sclateri,Aves,Galliformes,Phasianidae,2500,FALSE
Lophophorus lhuysii,Lophophorus lhuysii,Aves,Galliformes,Phasianidae,3008,FALSE
Gallus gallus,Gallus gallus,Aves,Galliformes,Phasianidae,751.72,FALSE
Gallus sonneratii,Gallus sonneratii,Aves,Galliformes,Phasianidae,840.82,FALSE
Gallus lafayetii,Gallus lafayetii,Aves,Galliformes,Phasianidae,766.25,FALSE
Gallus varius,Gallus varius,Aves,Galliformes,Phasianidae,839.29,FALSE
Lophura leucomelanos,Lophura leucomelanos,Aves,Galliformes,Phasianidae,867.98,FALSE
Lophura nycthemera,Lophura nycthemera,Aves,Galliformes,Phasianidae,1230,FALSE
