Species,Species ID,Accepted,Class,Order,Family,Mass,Mass imputed
Emberiza citrinella,B453,Emberiza citrinella,Aves,Passeriformes,Emberizidae,29.7,FALSE
Emberiza leucocephalos,B454,Emberiza leucocephalos,Aves,Passeriformes,Emberizidae,28.5,FALSE
Emberiza cirlus,B455,Emberiza cirlus,Aves,Passeriformes,Emberizidae,25.6,FALSE
Emberiza cia,B456,Emberiza cia,Aves,Passeriformes,Emberizidae,23.43,FALSE
Emberiza buchanani,B457,Emberiza buchanani,Aves,Passeriformes,Emberizidae,21.2,FALSE
Emberiza cineracea,B458,Emberiza cineracea,Aves,Passeriformes,Emberizidae,24.3,FALSE
Emberiza hortulana,B459,Emberiza hortulana,Aves,Passeriformes,Emberizidae,19.9,FALSE
Emberiza caesia,B460,Emberiza caesia,Aves,Passeriformes,Emberizidae,19.9,FALSE
Emberiza pusilla,B461,Emberiza pusilla,Aves,Passeriformes,Emberizidae,14.57,FALSE
Emberiza rustica,B462,Emberiza rustica,Aves,Passeriformes,Emberizidae,20.54,FALSE
Emberiza aureola,B463,Emberiza aureola,Aves,Passeriformes,Emberizidae,19.6,FALSE
Emberiza melanocephala,B464,Emberiza melanocephala,Aves,Passeriformes,Emberizidae,28.31,FALSE
Emberiza bruniceps,B465,Emberiza bruniceps,Aves,Passeriformes,Emberizidae,24.8,FALSE
Emberiza pallasi,B466,Emberiza pallasi,Aves,Passeriformes,Emberizidae,13.96,FALSE
Emberiza schoeniclus,B467,Emberiza schoeniclus,Aves,Passeriformes,Emberizidae,18.4,FALSE
Emberiza calandra,B468,Emberiza calandra,Aves,Passeriformes,Emberizidae,0.5379495946232715,TRUE
Calcarius lapponicus,B469,Calcarius lapponicus,Aves,Passeriformes,Calcariidae,27.84,FALSE
Plectrophenax nivalis,B470,Plectrophenax nivalis,Aves,Passeriformes,Calcariidae,42.2,FALSE
Fringilla coelebs,B471,Fringilla coelebs,Aves,Passeriformes,Fringillidae,23.81,FALSE
Fringilla montifringilla,B472,Fringilla montifringilla,Aves,Passeriformes,Fringillidae,23.19,FALSE
Pinicola enucleator,B473,Pinicola enucleator,Aves,Passeriformes,Fringillidae,56.4,FALSE
Carpodacus erythrinus,B474,Carpodacus erythrinus,Aves,Passeriformes,Fringillidae,23.97,FALSE
Carpodacus rubicilla,B475,Carpodacus rubicilla,Aves,Passeriformes,Fringillidae,43.2,FALSE
Loxia pytyopsittacus,B476,Loxia pytyopsittacus,Aves,Passeriformes,Fringillidae,53,FALSE
Loxia scotica,B477,Loxia scotica,Aves,Passeriformes,Fringillidae,43.17,FALSE
Loxia curvirostra,B478,Loxia curvirostra,Aves,Passeriformes,Fringillidae,38.29,FALSE
Loxia leucoptera,B479,Loxia leucoptera,Aves,Passeriformes,Fringillidae,28.69,FALSE
Chloris chloris,B480,Chloris chloris,Aves,Passeriformes,Fringillidae,8684.257186275683,TRUE
Acanthis flammea,B481,Acanthis flammea,Aves,Passeriformes,Fringillidae,24.775737164445907,TRUE
Acanthis hornemanni,B482,Acanthis hornemanni,Aves,Passeriformes,Fringillidae,639.7692707059126,TRUE
Spinus spinus,B483,Spinus spinus,Aves,Passeriformes,Fringillidae,4.049350924768188,TRUE
Carduelis carduelis,B484,Carduelis carduelis,Aves,Passeriformes,Fringillidae,16,FALSE
Linaria flavirostris,B485,Linaria flavirostris,Aves,Passeriformes,Fringillidae,33.64813511331929,TRUE
Linaria cannabina,B486,Linaria cannabina,Aves,Passeriformes,Fringillidae,20.681311186244688,TRUE
Serinus pusillus,B487,Serinus pusillus,Aves,Passeriformes,Fringillidae,11.54,FALSE
Serinus serinus,B488,Serinus serinus,Aves,Passeriformes,Fringillidae,11.2,FALSE
Serinus canaria,B489,Serinus canaria,Aves,Passeriformes,Fringillidae,24.3,FALSE
Carduelis citrinella,B490,Carduelis citrinella,Aves,Passeriformes,Fringillidae,12,FALSE
Pyrrhula pyrrhula,B491,Pyrrhula pyrrhula,Aves,Passeriformes,Fringillidae,24.26,FALSE
Pyrrhula murina,B492,Pyrrhula murina,Aves,Passeriformes,Fringillidae,30,FALSE
Coccothraustes coccothraustes,B493,Coccothraustes coccothraustes,Aves,Passeriformes,Fringillidae,56.63,FALSE
Rhodopechys sanguineus,B494,Rhodopechys sanguineus,Aves,Passeriformes,Fringillidae,38.14,FALSE
Bucanetes githagineus,B495,Bucanetes githagineus,Aves,Passeriformes,Fringillidae,19.6,FALSE
Bucanetes mongolicus,B496,Bucanetes mongolicus,Aves,Passeriformes,Fringillidae,456.1007287758265,TRUE
Rhodospiza obsoleta,B497,Rhodospiza obsoleta,Aves,Passeriformes,Fringillidae,1855.858126763936,TRUE
Passer italiae,B498,Passer italiae,Aves,Passeriformes,Passeridae,6.845755135402123,TRUE
Passer domesticus,B499,Passer domesticus,Aves,Passeriformes,Passeridae,26.51,FALSE
Passer hispaniolensis,B500,Passer hispaniolensis,Aves,Passeriformes,Passeridae,24.2,FALSE
Passer moabiticus,B501,Passer moabiticus,Aves,Passeriformes,Passeridae,16.46,FALSE
Passer montanus,B502,Passer montanus,Aves,Passeriformes,Passeridae,21.39,FALSE
Gymnoris xanthocollis,B503,Gymnoris xanthocollis,Aves,Passeriformes,Passeridae,91.40436232709642,TRUE
Petronia petronia,B504,Petronia petronia,Aves,Passeriformes,Passeridae,30.2,FALSE
Carpospiza brachydactyla,B505,Carpospiza brachydactyla,Aves,Passeriformes,Passeridae,21.839256944469263,TRUE
Montifringilla nivalis,B506,Montifringilla nivalis,Aves,Passeriformes,Passeridae,36.9,FALSE
Galerida theklae,B507,Galerida theklae,Aves,Passeriformes,Alaudidae,38.17,FALSE
Columba bollii,B508,Columba bollii,Aves,Columbiformes,Columbidae,308.46,FALSE
Columba junoniae,B509,Columba junoniae,Aves,Columbiformes,Columbidae,308.46,FALSE
Fringilla teydea,B510,Fringilla teydea,Aves,Passeriformes,Fringillidae,30.3,FALSE
Saxicola dacotiae,B513,Saxicola dacotiae,Aves,Passeriformes,Muscicapidae,12.2,FALSE
Vanellus gregarius,B514,Vanellus gregarius,Aves,Charadriiformes,Charadriidae,224.49,FALSE
Chlamydotis undulata,B515,Chlamydotis undulata,Aves,Otidiformes,Otididae,1501.33,FALSE
Cursorius cursor,B516,Cursorius cursor,Aves,Charadriiformes,Glareolidae,138,FALSE
Acomys cilicicus,M1,Acomys cilicicus,Mammalia,Rodentia,Muridae,28.61,FALSE
Acomys minous,M2,Acomys minous,Mammalia,Rodentia,Muridae,62.5,FALSE
Acomys nesiotes,M3,Acomys nesiotes,Mammalia,Rodentia,Muridae,28.67,FALSE
Alces alces,M4,Alces alces,Mammalia,Artiodactyla,Cervidae,356998.16,FALSE
Allactaga elater,M5,Allactaga elater,Mammalia,Rodentia,Dipodidae,59,FALSE
Allactaga euphratica,M6,Allactaga euphratica,Mammalia,Rodentia,Dipodidae,232,FALSE
Allactaga major,M7,Allactaga major,Mammalia,Rodentia,Dipodidae,350,FALSE
Allactaga sibirica,M8,Allactaga sibirica,Mammalia,Rodentia,Dipodidae,97.5,FALSE
Allactaga williamsi,M9,Allactaga williamsi,Mammalia,Rodentia,Dipodidae,116.74,FALSE
Allocricetulus eversmanni,M10,Allocricetulus eversmanni,Mammalia,Rodentia,Cricetidae,115.56,FALSE
Alopex lagopus,M11,Vulpes lagopus,Mammalia,Carnivora,Canidae,47.083299341157236,TRUE
Apodemus agrarius,M12,Apodemus agrarius,Mammalia,Rodentia,Muridae,23.3,FALSE
Apodemus alpicola,M13,Apodemus alpicola,Mammalia,Rodentia,Muridae,28.06,FALSE
Apodemus epimelas,M14,Apodemus epimelas,Mammalia,Rodentia,Muridae,28.07,FALSE
Apodemus flavicollis,M15,Apodemus flavicollis,Mammalia,Rodentia,Muridae,26.7,FALSE
Apodemus hyrcanicus,M16,Apodemus hyrcanicus,Mammalia,Rodentia,Muridae,25.76,FALSE
Apodemus mystacinus,M17,Apodemus mystacinus,Mammalia,Rodentia,Muridae,45.6,FALSE
Apodemus ponticus,M18,Apodemus ponticus,Mammalia,Rodentia,Muridae,25.76,FALSE
Apodemus sylvaticus,M19,Apodemus sylvaticus,Mammalia,Rodentia,Muridae,30.45,FALSE
Apodemus uralensis,M20,Apodemus uralensis,Mammalia,Rodentia,Muridae,17.1,FALSE
Apodemus witherbyi,M21,Apodemus witherbyi,Mammalia,Rodentia,Muridae,20.66,FALSE
Arvicola amphibius,M22,Arvicola amphibius,Mammalia,Rodentia,Cricetidae,120,FALSE
Arvicola sapidus,M23,Arvicola sapidus,Mammalia,Rodentia,Cricetidae,220,FALSE
Arvicola scherman,M24,Arvicola scherman,Mammalia,Rodentia,Cricetidae,162.48,FALSE
Atelerix algirus,M25,Atelerix algirus,Mammalia,Erinaceomorpha,Erinaceidae,1250,FALSE
Barbastella barbastellus,M26,Barbastella barbastellus,Mammalia,Chiroptera,Vespertilionidae,8.03,FALSE
Barbastella leucomelas,M27,Barbastella leucomelas,Mammalia,Chiroptera,Vespertilionidae,15.05,FALSE
Bison bonasus,M28,Bison bonasus,Mammalia,Artiodactyla,Bovidae,500000,FALSE
Calomyscus urartensis,M29,Calomyscus urartensis,Mammalia,Rodentia,Calomyscidae,21.22,FALSE
Canis aureus,M30,Canis aureus,Mammalia,Carnivora,Canidae,10345.23,FALSE
Canis lupus,M31,Canis lupus,Mammalia,Carnivora,Canidae,32183.33,FALSE
Capra hircus aegagrus,M32,Capra hircus aegagrus,Mammalia,Artiodactyla,Bovidae,13.922195514354302,TRUE
Capra caucasica,M33,Capra caucasica,Mammalia,Artiodactyla,Bovidae,55000,FALSE
Capra caucasica cylindricornis,M34,Capra caucasica cylindricornis,Mammalia,Artiodactyla,Bovidae,8.493196191109595,TRUE
Capra ibex,M36,Capra ibex,Mammalia,Artiodactyla,Bovidae,85166.51,FALSE
Capra pyrenaica,M37,Capra pyrenaica,Mammalia,Artiodactyla,Bovidae,50000,FALSE
Capreolus capreolus,M38,Capreolus capreolus,Mammalia,Artiodactyla,Cervidae,22500,FALSE
Capreolus pygargus,M39,Capreolus pygargus,Mammalia,Artiodactyla,Cervidae,43752.21,FALSE
Castor fiber,M40,Castor fiber,Mammalia,Rodentia,Castoridae,19000,FALSE
Cervus elaphus,M41,Cervus elaphus,Mammalia,Artiodactyla,Cervidae,165015.85,FALSE
Chionomys gud,M42,Chionomys gud,Mammalia,Rodentia,Cricetidae,93.5,FALSE
Chionomys nivalis,M43,Chionomys nivalis,Mammalia,Rodentia,Cricetidae,54,FALSE
Chionomys roberti,M44,Chionomys roberti,Mammalia,Rodentia,Cricetidae,93.5,FALSE
Cricetulus migratorius,M45,Cricetulus migratorius,Mammalia,Rodentia,Cricetidae,38.5,FALSE
Cricetus cricetus,M46,Cricetus cricetus,Mammalia,Rodentia,Cricetidae,510,FALSE
Crocidura arispa,M47,Crocidura arispa,Mammalia,Soricomorpha,Soricidae,10.42,FALSE
Crocidura armenica,M48,Crocidura armenica,Mammalia,Soricomorpha,Soricidae,10.35,FALSE
Crocidura canariensis,M49,Crocidura canariensis,Mammalia,Soricomorpha,Soricidae,7.5,FALSE
Crocidura caspica,M50,Crocidura caspica,Mammalia,Soricomorpha,Soricidae,10.42,FALSE
Crocidura leucodon,M52,Crocidura leucodon,Mammalia,Soricomorpha,Soricidae,9.82,FALSE
Crocidura ichnusae,M53,Crocidura ichnusae,Mammalia,Soricomorpha,Soricidae,10.35,FALSE
Crocidura russula,M54,Crocidura russula,Mammalia,Soricomorpha,Soricidae,8.2,FALSE
Crocidura serezkyensis,M55,Crocidura serezkyensis,Mammalia,Soricomorpha,Soricidae,10.35,FALSE
Crocidura sicula,M56,Crocidura sicula,Mammalia,Soricomorpha,Soricidae,6.9,FALSE
Crocidura suaveolens,M57,Crocidura suaveolens,Mammalia,Soricomorpha,Soricidae,5.19,FALSE
Crocidura zimmermanni,M58,Crocidura zimmermanni,Mammalia,Soricomorpha,Soricidae,10.35,FALSE
Dama dama,M59,Dama dama,Mammalia,Artiodactyla,Cervidae,52375,FALSE
Desmana moschata,M60,Desmana moschata,Mammalia,Soricomorpha,Talpidae,383,FALSE
Dicrostonyx torquatus,M61,Dicrostonyx torquatus,Mammalia,Rodentia,Cricetidae,85,FALSE
Dinaromys bogdanovi,M62,Dinaromys bogdanovi,Mammalia,Rodentia,Cricetidae,56,FALSE
Diplomesodon pulchellum,M63,Diplomesodon pulchellum,Mammalia,Soricomorpha,Soricidae,11,FALSE
Dipus sagitta,M64,Dipus sagitta,Mammalia,Rodentia,Dipodidae,85.65,FALSE
Dryomys laniger,M65,Dryomys laniger,Mammalia,Rodentia,Gliridae,20,FALSE
Dryomys nitedula,M66,Dryomys nitedula,Mammalia,Rodentia,Gliridae,33.6,FALSE
Eliomys melanurus,M67,Eliomys melanurus,Mammalia,Rodentia,Gliridae,98.7,FALSE
Eliomys quercinus,M68,Eliomys quercinus,Mammalia,Rodentia,Gliridae,115,FALSE
Ellobius lutescens,M69,Ellobius lutescens,Mammalia,Rodentia,Cricetidae,117.31,FALSE
Ellobius talpinus,M70,Ellobius talpinus,Mammalia,Rodentia,Cricetidae,40,FALSE
Eptesicus gobiensis bobrinskoi,M71,Eptesicus gobiensis bobrinskoi,Mammalia,Chiroptera,Vespertilionidae,6.983781651332196,TRUE
Eptesicus bottae,M72,Eptesicus bottae,Mammalia,Chiroptera,Vespertilionidae,14.23,FALSE
Eptesicus nilssonii,M73,Eptesicus nilssonii,Mammalia,Chiroptera,Vespertilionidae,10.72,FALSE
Eptesicus serotinus,M74,Eptesicus serotinus,Mammalia,Chiroptera,Vespertilionidae,22.86,FALSE
Erinaceus concolor,M75,Erinaceus concolor,Mammalia,Erinaceomorpha,Erinaceidae,719,FALSE
Erinaceus europaeus,M76,Erinaceus europaeus,Mammalia,Erinaceomorpha,Erinaceidae,771,FALSE
Erinaceus roumanicus,M77,Erinaceus roumanicus,Mammalia,Erinaceomorpha,Erinaceidae,744.55,FALSE
Felis chaus,M78,Felis chaus,Mammalia,Carnivora,Felidae,7392.98,FALSE
Felis margarita,M79,Felis margarita,Mammalia,Carnivora,Felidae,2524.99,FALSE
Felis silvestris,M80,Felis silvestris,Mammalia,Carnivora,Felidae,5099.99,FALSE
Galemys pyrenaicus,M81,Galemys pyrenaicus,Mammalia,Soricomorpha,Talpidae,60.17,FALSE
Gazella subgutturosa,M82,Gazella subgutturosa,Mammalia,Artiodactyla,Bovidae,28500,FALSE
Genetta genetta,M83,Genetta genetta,Mammalia,Carnivora,Viverridae,1800,FALSE
Dipodillus dasyurus,M84,Dipodillus dasyurus,Mammalia,Rodentia,Muridae,27.5,FALSE
Glis glis,M85,Glis glis,Mammalia,Rodentia,Gliridae,128.09,FALSE
Gulo gulo,M86,Gulo gulo,Mammalia,Carnivora,Mustelidae,17012.56,FALSE
Hemiechinus auritus,M87,Hemiechinus auritus,Mammalia,Erinaceomorpha,Erinaceidae,342,FALSE
Herpestes ichneumon,M88,Herpestes ichneumon,Mammalia,Carnivora,Herpestidae,5174.98,FALSE
Hyaena hyaena,M89,Hyaena hyaena,Mammalia,Carnivora,Hyaenidae,41705.11,FALSE
Hypsugo savii,M90,Hypsugo savii,Mammalia,Chiroptera,Vespertilionidae,6.3,FALSE
Hystrix cristata,M91,Hystrix cristata,Mammalia,Rodentia,Hystricidae,16250,FALSE
Hystrix indica,M92,Hystrix indica,Mammalia,Rodentia,Hystricidae,12435.83,FALSE
Lagurus lagurus,M93,Lagurus lagurus,Mammalia,Rodentia,Cricetidae,20.3,FALSE
Lemmus lemmus,M94,Lemmus lemmus,Mammalia,Rodentia,Cricetidae,47.5,FALSE
Lemmus sibiricus,M95,Lemmus sibiricus,Mammalia,Rodentia,Cricetidae,52.27,FALSE
Lepus capensis,M96,Lepus capensis,Mammalia,Lagomorpha,Leporidae,3261.67,FALSE
Lepus castroviejoi,M97,Lepus castroviejoi,Mammalia,Lagomorpha,Leporidae,2822.41,FALSE
Lepus corsicanus,M98,Lepus corsicanus,Mammalia,Lagomorpha,Leporidae,3000,FALSE
Lepus europaeus,M99,Lepus europaeus,Mammalia,Lagomorpha,Leporidae,3740,FALSE
Lepus granatensis,M100,Lepus granatensis,Mammalia,Lagomorpha,Leporidae,4010,FALSE
Lepus timidus,M101,Lepus timidus,Mammalia,Lagomorpha,Leporidae,3048,FALSE
Lepus tolai,M102,Lepus tolai,Mammalia,Lagomorpha,Leporidae,1589,FALSE
Lutra lutra,M103,Lutra lutra,Mammalia,Carnivora,Mustelidae,8785.14,FALSE
Lynx lynx,M104,Lynx lynx,Mammalia,Carnivora,Felidae,17950,FALSE
Lynx pardinus,M105,Lynx pardinus,Mammalia,Carnivora,Felidae,9400,FALSE
Marmota baibacina,M107,Marmota baibacina,Mammalia,Rodentia,Sciuridae,7500,FALSE
Marmota bobak,M108,Marmota bobak,Mammalia,Rodentia,Sciuridae,5500,FALSE
Marmota marmota,M109,Marmota marmota,Mammalia,Rodentia,Sciuridae,2010,FALSE
Martes foina,M110,Martes foina,Mammalia,Carnivora,Mustelidae,1540.8,FALSE
Martes martes,M111,Martes martes,Mammalia,Carnivora,Mustelidae,1300,FALSE
Martes zibellina,M112,Martes zibellina,Mammalia,Carnivora,Mustelidae,1130,FALSE
Meles leucurus,M113,Meles leucurus,Mammalia,Carnivora,Mustelidae,13000,FALSE
Meles meles,M114,Meles meles,Mammalia,Carnivora,Mustelidae,13000,FALSE
Meriones crassus,M115,Meriones crassus,Mammalia,Rodentia,Muridae,79.97,FALSE
Meriones dahli,M116,Meriones dahli,Mammalia,Rodentia,Muridae,90.15,FALSE
Meriones libycus,M117,Meriones libycus,Mammalia,Rodentia,Muridae,91.33,FALSE
Meriones meridianus,M118,Meriones meridianus,Mammalia,Rodentia,Muridae,62.1,FALSE
Meriones persicus,M119,Meriones persicus,Mammalia,Rodentia,Muridae,100,FALSE
Meriones tamariscinus,M120,Meriones tamariscinus,Mammalia,Rodentia,Muridae,120,FALSE
Meriones tristrami,M121,Meriones tristrami,Mammalia,Rodentia,Muridae,105,FALSE
Meriones vinogradovi,M122,Meriones vinogradovi,Mammalia,Rodentia,Muridae,150,FALSE
Mesocricetus auratus,M123,Mesocricetus auratus,Mammalia,Rodentia,Cricetidae,105,FALSE
Mesocricetus brandti,M124,Mesocricetus brandti,Mammalia,Rodentia,Cricetidae,198,FALSE
Mesocricetus newtoni,M125,Mesocricetus newtoni,Mammalia,Rodentia,Cricetidae,97.5,FALSE
Mesocricetus raddei,M126,Mesocricetus raddei,Mammalia,Rodentia,Cricetidae,111.73,FALSE
Micromys minutus,M127,Micromys minutus,Mammalia,Rodentia,Muridae,6,FALSE
Microtus agrestis,M128,Microtus agrestis,Mammalia,Rodentia,Cricetidae,42.5,FALSE
Microtus anatolicus,M129,Microtus anatolicus,Mammalia,Rodentia,Cricetidae,37.99,FALSE
Microtus arvalis,M130,Microtus arvalis,Mammalia,Rodentia,Cricetidae,28,FALSE
Microtus bavaricus,M131,Microtus bavaricus,Mammalia,Rodentia,Cricetidae,23.94,FALSE
Microtus brachycercus,M132,Microtus brachycercus,Mammalia,Rodentia,Cricetidae,37.99,FALSE
Microtus cabrerae,M133,Microtus cabrerae,Mammalia,Rodentia,Cricetidae,52.5,FALSE
Microtus daghestanicus,M134,Microtus daghestanicus,Mammalia,Rodentia,Cricetidae,12.99,FALSE
Microtus dogramacii,M135,Microtus dogramacii,Mammalia,Rodentia,Cricetidae,37.99,FALSE
Microtus duodecimcostatus,M136,Microtus duodecimcostatus,Mammalia,Rodentia,Cricetidae,23,FALSE
Microtus felteni,M137,Microtus felteni,Mammalia,Rodentia,Cricetidae,24.34,FALSE
Microtus gerbei,M138,Microtus gerbei,Mammalia,Rodentia,Cricetidae,24.89,FALSE
Microtus gregalis,M139,Microtus gregalis,Mammalia,Rodentia,Cricetidae,47.5,FALSE
Microtus guentheri,M140,Microtus guentheri,Mammalia,Rodentia,Cricetidae,50,FALSE
Microtus levis,M141,Microtus levis,Mammalia,Rodentia,Cricetidae,35.49,FALSE
Microtus liechtensteini,M142,Microtus liechtensteini,Mammalia,Rodentia,Cricetidae,37.99,FALSE
Microtus lusitanicus,M143,Microtus lusitanicus,Mammalia,Rodentia,Cricetidae,24.82,FALSE
Microtus majori,M144,Microtus majori,Mammalia,Rodentia,Cricetidae,18.2,FALSE
Microtus middendorffi,M145,Microtus middendorffi,Mammalia,Rodentia,Cricetidae,21.599788676047204,TRUE
Microtus multiplex,M146,Microtus multiplex,Mammalia,Rodentia,Cricetidae,23.17,FALSE
Microtus daghestanicus nasarovi,M147,Microtus daghestanicus,Mammalia,Rodentia,Cricetidae,137.40391579264426,TRUE
Microtus oeconomus,M148,Microtus oeconomus,Mammalia,Rodentia,Cricetidae,34.38,FALSE
Microtus savii,M149,Microtus savii,Mammalia,Rodentia,Cricetidae,20,FALSE
Microtus schidlovskii,M150,Microtus schidlovskii,Mammalia,Rodentia,Cricetidae,37.99,FALSE
Microtus socialis,M151,Microtus socialis,Mammalia,Rodentia,Cricetidae,48,FALSE
Microtus subterraneus,M152,Microtus subterraneus,Mammalia,Rodentia,Cricetidae,19.5,FALSE
Microtus tatricus,M153,Microtus tatricus,Mammalia,Rodentia,Cricetidae,40,FALSE
Microtus thomasi,M154,Microtus thomasi,Mammalia,Rodentia,Cricetidae,25.67,FALSE
Miniopterus schreibersii fuliginosus,M155,Miniopterus fuliginosus,Mammalia,Chiroptera,Miniopteridae,1840.701124008655,TRUE
Miniopterus schreibersii,M156,Miniopterus schreibersii,Mammalia,Chiroptera,Miniopteridae,11.46,FALSE
Mus cypriacus,M157,Mus cypriacus,Mammalia,Rodentia,Muridae,109.68514458453673,TRUE
Mus macedonicus,M158,Mus macedonicus,Mammalia,Rodentia,Muridae,15,FALSE
Mus musculus,M159,Mus musculus,Mammalia,Rodentia,Muridae,16.25,FALSE
Mus spicilegus,M160,Mus spicilegus,Mammalia,Rodentia,Muridae,14,FALSE
Mus spretus,M161,Mus spretus,Mammalia,Rodentia,Muridae,12.8,FALSE
Muscardinus avellanarius,M162,Muscardinus avellanarius,Mammalia,Rodentia,Gliridae,27.5,FALSE
Mustela erminea,M163,Mustela erminea,Mammalia,Carnivora,Mustelidae,119.38,FALSE
Mustela eversmanii,M164,Mustela eversmanii,Mammalia,Carnivora,Mustelidae,1684.21,FALSE
Mustela lutreola,M165,Mustela lutreola,Mammalia,Carnivora,Mustelidae,440,FALSE
Mustela nivalis,M166,Mustela nivalis,Mammalia,Carnivora,Mustelidae,103.88,FALSE
Mustela putorius,M167,Mustela putorius,Mammalia,Carnivora,Mustelidae,915.37,FALSE
Mustela sibirica,M168,Mustela sibirica,Mammalia,Carnivora,Mustelidae,405,FALSE
Myodes glareolus,M169,Myodes glareolus,Mammalia,Rodentia,Cricetidae,20.73,FALSE
Myodes rufocanus,M170,Myodes rufocanus,Mammalia,Rodentia,Cricetidae,36.43,FALSE
Myodes rutilus,M171,Myodes rutilus,Mammalia,Rodentia,Cricetidae,19.94,FALSE
Myomimus roachi,M172,Myomimus roachi,Mammalia,Rodentia,Gliridae,36.99,FALSE
Myomimus setzeri,M173,Myomimus setzeri,Mammalia,Rodentia,Gliridae,37.74,FALSE
Myopus schisticolor,M174,Myopus schisticolor,Mammalia,Rodentia,Cricetidae,25,FALSE
Myotis alcathoe,M175,Myotis alcathoe,Mammalia,Chiroptera,Vespertilionidae,7.74,FALSE
Myotis aurascens,M176,Myotis davidii,Mammalia,Chiroptera,Vespertilionidae,1.9400314138945518,TRUE
Myotis bechsteinii,M177,Myotis bechsteinii,Mammalia,Chiroptera,Vespertilionidae,9.47,FALSE
Myotis blythii,M178,Myotis blythii,Mammalia,Chiroptera,Vespertilionidae,22.47,FALSE
Myotis brandtii,M179,Myotis brandtii,Mammalia,Chiroptera,Vespertilionidae,5.3,FALSE
Myotis capaccinii,M180,Myotis capaccinii,Mammalia,Chiroptera,Vespertilionidae,7.44,FALSE
Myotis dasycneme,M181,Myotis dasycneme,Mammalia,Chiroptera,Vespertilionidae,14.13,FALSE
Myotis daubentonii,M182,Myotis daubentonii,Mammalia,Chiroptera,Vespertilionidae,7.63,FALSE
Myotis emarginatus,M183,Myotis emarginatus,Mammalia,Chiroptera,Vespertilionidae,7.66,FALSE
Myotis hajastanicus,M184,Myotis davidii,Mammalia,Chiroptera,Vespertilionidae,7.74,FALSE
Myotis myotis,M185,Myotis myotis,Mammalia,Chiroptera,Vespertilionidae,24.79,FALSE
Myotis mystacinus,M186,Myotis mystacinus,Mammalia,Chiroptera,Vespertilionidae,4.99,FALSE
Myotis nattereri,M187,Myotis nattereri,Mammalia,Chiroptera,Vespertilionidae,7.14,FALSE
Myotis nipalensis,M188,Myotis nipalensis,Mammalia,Chiroptera,Vespertilionidae,7.74,FALSE
Myotis punicus,M189,Myotis punicus,Mammalia,Chiroptera,Vespertilionidae,7.74,FALSE
Myotis schaubi,M190,Myotis schaubi,Mammalia,Chiroptera,Vespertilionidae,9.46,FALSE
Neomys anomalus,M191,Neomys anomalus,Mammalia,Soricomorpha,Soricidae,16,FALSE
Neomys fodiens,M192,Neomys fodiens,Mammalia,Soricomorpha,Soricidae,14.3,FALSE
Neomys teres,M193,Neomys teres,Mammalia,Soricomorpha,Soricidae,15.13,FALSE
Nyctalus azoreum,M195,Nyctalus azoreum,Mammalia,Chiroptera,Vespertilionidae,21.85,FALSE
Nyctalus lasiopterus,M196,Nyctalus lasiopterus,Mammalia,Chiroptera,Vespertilionidae,49.73,FALSE
Nyctalus leisleri,M197,Nyctalus leisleri,Mammalia,Chiroptera,Vespertilionidae,13.28,FALSE
Nyctalus noctula,M198,Nyctalus noctula,Mammalia,Chiroptera,Vespertilionidae,28,FALSE
Ochotona hyperborea,M199,Ochotona hyperborea,Mammalia,Lagomorpha,Ochotonidae,120,FALSE
Ochotona pusilla,M200,Ochotona pusilla,Mammalia,Lagomorpha,Ochotonidae,142.5,FALSE
Oryctolagus cuniculus,M201,Oryctolagus cuniculus,Mammalia,Lagomorpha,Leporidae,1832.22,FALSE
Felis manul,M202,Felis manul,Mammalia,Carnivora,Felidae,3050,FALSE
Ovis aries,M203,Ovis aries,Mammalia,Artiodactyla,Bovidae,50000,FALSE
Ovis aries orientalis,M204,Ovis aries orientalis,Mammalia,Artiodactyla,Bovidae,162.1239824059118,TRUE
Panthera pardus,M205,Panthera pardus,Mammalia,Carnivora,Felidae,52038.22,FALSE
Pipistrellus kuhlii,M206,Pipistrellus kuhlii,Mammalia,Chiroptera,Vespertilionidae,5.93,FALSE
Pipistrellus maderensis,M207,Pipistrellus maderensis,Mammalia,Chiroptera,Vespertilionidae,6.2,FALSE
Pipistrellus nathusii,M208,Pipistrellus nathusii,Mammalia,Chiroptera,Vespertilionidae,7.31,FALSE
Pipistrellus pipistrellus,M209,Pipistrellus pipistrellus,Mammalia,Chiroptera,Vespertilionidae,5.69,FALSE
Pipistrellus pygmaeus,M210,Pipistrellus pygmaeus,Mammalia,Chiroptera,Vespertilionidae,5.28,FALSE
Plecotus auritus,M211,Plecotus auritus,Mammalia,Chiroptera,Vespertilionidae,7.83,FALSE
Plecotus austriacus,M212,Plecotus austriacus,Mammalia,Chiroptera,Vespertilionidae,7.3,FALSE
Plecotus kolombatovici,M213,Plecotus kolombatovici,Mammalia,Chiroptera,Vespertilionidae,7.56,FALSE
Plecotus macrobullaris,M214,Plecotus macrobullaris,Mammalia,Chiroptera,Vespertilionidae,6.269145658104596,TRUE
Plecotus sardus,M215,Plecotus sardus,Mammalia,Chiroptera,Vespertilionidae,7.56,FALSE
Plecotus teneriffae,M216,Plecotus teneriffae,Mammalia,Chiroptera,Vespertilionidae,8.33,FALSE
Prometheomys schaposchnikowi,M217,Prometheomys schaposchnikowi,Mammalia,Rodentia,Cricetidae,75,FALSE
