Species ID;ITIS code;Catalogue of Life;Class;Order;Family;Species;Author
M72;631945;v1.9 rev 2126ab0;Mammalia;Chiroptera;Vespertilionidae;Eptesicus bottae;(Peters, 1869) 
M73;946126;v1.9 rev 2126ab0;Mammalia;Chiroptera;Vespertilionidae;Eptesicus nilssonii;(Keyserling and Blasius, 1839)
M74;631969;v1.9 rev 2126ab0;Mammalia;Chiroptera;Vespertilionidae;Eptesicus serotinus;(Schreber, 1774) 
M75;633539;v1.9 rev 2126ab0;Mammalia;Eulipotyphla;Erinaceidae;Erinaceus concolor;Martin, 1838 
M76;633540;v1.9 rev 2126ab0;Mammalia;Eulipotyphla;Erinaceidae;Erinaceus europaeus;Linnaeus, 1758 
M77;709723;v1.9 rev 2126ab0;Mammalia;Eulipotyphla;Erinaceidae;Erinaceus roumanicus;Barrett-Hamilton, 1900 
M78;183802;v1.9 rev 2126ab0;Mammalia;Carnivora;Felidae;Felis chaus;Schreber, 1777 
M79;183801;v1.9 rev 2126ab0;Mammalia;Carnivora;Felidae;Felis margarita;Loche, 1858 
M80;180589;v1.9 rev 2126ab0;Mammalia;Carnivora;Felidae;Felis silvestris;Schreber, 1777 
M81;633830;v1.9 rev 2126ab0;Mammalia;Eulipotyphla;Talpidae;Galemys pyrenaicus;(É. Geoffroy Saint-Hilaire, 1811) 
M82;625101;v1.9 rev 2126ab0;Mammalia;Cetartiodactyla;Bovidae;Gazella subgutturosa;(Güldenstaedt, 1780) 
M83;621991;v1.9 rev 2126ab0;Mammalia;Carnivora;Viverridae;Genetta genetta;(Linnaeus, 1758) 
M84;970775;v1.9 rev 2126ab0;Mammalia;Rodentia;Muridae;Dipodillus dasyurus;(Wagner, 1842) 
M85;951305;v1.9 rev 2126ab0;Mammalia;Rodentia;Gliridae;Glis glis;(Linnaeus, 1766) 
M86;180551;v1.9 rev 2126ab0;Mammalia;Carnivora;Mustelidae;Gulo gulo;(Linnaeus, 1758) 
M87;633542;v1.9 rev 2126ab0;Mammalia;Eulipotyphla;Erinaceidae;Hemiechinus auritus;(Gmelin, 1770) 
M88;621893;v1.9 rev 2126ab0;Mammalia;Carnivora;Herpestidae;Herpestes ichneumon;(Linnaeus, 1758) 
M89;621908;v1.9 rev 2126ab0;Mammalia;Carnivora;Hyaenidae;Hyaena hyaena;(Linnaeus, 1758) 
M90;947685;v1.9 rev 2126ab0;Mammalia;Chiroptera;Vespertilionidae;Hypsugo savii;(Bonaparte, 1837) 
M91;584681;v1.9 rev 2126ab0;Mammalia;Rodentia;Hystricidae;Hystrix cristata;Linnaeus, 1758 
M92;584682;v1.9 rev 2126ab0;Mammalia;Rodentia;Hystricidae;Hystrix indica;Kerr, 1792 
M93;632849;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Lagurus lagurus;(Pallas, 1773) 
M94;632854;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Lemmus lemmus;(Linnaeus, 1758) 
M95;180320;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Lemmus sibiricus;(Kerr, 1792)
M96;180117;v1.9 rev 2126ab0;Mammalia;Lagomorpha;Leporidae;Lepus capensis;Linnaeus, 1758 
M97;625339;v1.9 rev 2126ab0;Mammalia;Lagomorpha;Leporidae;Lepus castroviejoi;Palacios, 1977 
M98;625342;v1.9 rev 2126ab0;Mammalia;Lagomorpha;Leporidae;Lepus corsicanus;de Winton, 1898 
M99;552501;v1.9 rev 2126ab0;Mammalia;Lagomorpha;Leporidae;Lepus europaeus;Pallas, 1778 
M100;625345;v1.9 rev 2126ab0;Mammalia;Lagomorpha;Leporidae;Lepus granatensis;Rosenhauer, 1856 
M101;180113;v1.9 rev 2126ab0;Mammalia;Lagomorpha;Leporidae;Lepus timidus;Linnaeus, 1758 
M102;625355;v1.9 rev 2126ab0;Mammalia;Lagomorpha;Leporidae;Lepus tolai;Pallas, 1778 
M103;621916;v1.9 rev 2126ab0;Mammalia;Carnivora;Mustelidae;Lutra lutra;(Linnaeus, 1758) 
M104;180584;v1.9 rev 2126ab0;Mammalia;Carnivora;Felidae;Lynx lynx;(Linnaeus, 1758) 
M105;621869;v1.9 rev 2126ab0;Mammalia;Carnivora;Felidae;Lynx pardinus;(Temminck, 1827) 
M107;632378;v1.9 rev 2126ab0;Mammalia;Rodentia;Sciuridae;Marmota baibacina;Kastschenko, 1899 
M108;632379;v1.9 rev 2126ab0;Mammalia;Rodentia;Sciuridae;Marmota bobak;(Müller, 1776)
M109;632383;v1.9 rev 2126ab0;Mammalia;Rodentia;Sciuridae;Marmota marmota;(Linnaeus, 1758) 
M110;621941;v1.9 rev 2126ab0;Mammalia;Carnivora;Mustelidae;Martes foina;(Erxleben, 1777) 
M111;621943;v1.9 rev 2126ab0;Mammalia;Carnivora;Mustelidae;Martes martes;(Linnaeus, 1758) 
M112;621945;v1.9 rev 2126ab0;Mammalia;Carnivora;Mustelidae;Martes zibellina;(Linnaeus, 1758) 
M113;726279;v1.9 rev 2126ab0;Mammalia;Carnivora;Mustelidae;Meles leucurus;(Hodgson, 1847) 
M114;621922;v1.9 rev 2126ab0;Mammalia;Carnivora;Mustelidae;Meles meles;(Linnaeus, 1758) 
M115;632978;v1.9 rev 2126ab0;Mammalia;Rodentia;Muridae;Meriones crassus;Sundevall, 1842 
M116;632977;v1.9 rev 2126ab0;Mammalia;Rodentia;Muridae;Meriones dahli;Shidlovsky, 1962 
M117;632980;v1.9 rev 2126ab0;Mammalia;Rodentia;Muridae;Meriones libycus;Lichtenstein, 1823 
M118;632981;v1.9 rev 2126ab0;Mammalia;Rodentia;Muridae;Meriones meridianus;(Pallas, 1773) 
M119;632982;v1.9 rev 2126ab0;Mammalia;Rodentia;Muridae;Meriones persicus;(Blanford, 1875) 
M120;632986;v1.9 rev 2126ab0;Mammalia;Rodentia;Muridae;Meriones tamariscinus;(Pallas, 1773) 
M121;632987;v1.9 rev 2126ab0;Mammalia;Rodentia;Muridae;Meriones tristrami;Thomas, 1892
M122;632989;v1.9 rev 2126ab0;Mammalia;Rodentia;Muridae;Meriones vinogradovi;Heptner, 1931 
M123;632735;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Mesocricetus auratus;(Waterhouse, 1839) 
M124;632736;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Mesocricetus brandti;(Nehring, 1898) 
M125;632737;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Mesocricetus newtoni;(Nehring, 1898) 
M126;632738;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Mesocricetus raddei;(Nehring, 1894) 
M127;585369;v1.9 rev 2126ab0;Mammalia;Rodentia;Muridae;Micromys minutus;(Pallas, 1771) 
M128;632855;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Microtus agrestis;(Linnaeus, 1761) 
M129;970597;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Microtus anatolicus;Krystufek and Kefelioglu, 2002 
M130;632856;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Microtus arvalis;(Pallas, 1779) 
M131;632857;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Microtus bavaricus;Konig, 1962 
M132;970598;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Microtus brachycercus;Lehmann, 1961 
M133;632858;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Microtus cabrerae;Thomas, 1906 
M134;632859;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Microtus daghestanicus;(Shidlovsky, 1919) 
M135;970600;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Microtus dogramacii;Kefelioglu and Krystufek, 1999 
M136;632860;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Microtus duodecimcostatus;(Selys-Longchamps, 1839) 
M137;632862;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Microtus felteni;Malec and Storch, 1963 
M138;632864;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Microtus gerbei;(Gerbe, 1879) 
M139;180302;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Microtus gregalis;(Pallas, 1779) 
M140;632866;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Microtus guentheri;(Danford and Alston, 1880) 
M141;970603;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Microtus levis;Miller, 1908 
M142;970604;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Microtus liechtensteini;(Wettstein, 1927)
M143;632875;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Microtus lusitanicus;(Gerbe, 1879) 
M144;632876;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Microtus majori;Thomas, 1906 
M145;632878;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Microtus middendorffi;(Poliakov, 1881) 
M146;632882;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Microtus multiplex;(Fatio, 1905) 
M147;632883;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Microtus daghestanicus nasarovi;(Shidlovsky, 1938) 
M148;180298;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Microtus oeconomus;(Pallas, 1776) 
M149;632888;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Microtus savii;(Selys-Longchamps, 1838) 
M150;970608;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Microtus schidlovskii;Argyropulo, 1933 
M151;632892;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Microtus socialis;(Pallas, 1773) 
M152;632893;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Microtus subterraneus;(Selys-Longchamps, 1836) 
M153;632894;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Microtus tatricus;Kratochvíl, 1952 
M154;632895;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Microtus thomasi;(Barrett-Hamilton, 1903) 
M155;948651;v1.9 rev 2126ab0;Mammalia;Chiroptera;Vespertilionidae;Miniopterus schreibersii fuliginosus;(Hodgson, 1835)
M156;946266;v1.9 rev 2126ab0;Mammalia;Chiroptera;Vespertilionidae;Miniopterus schreibersii;(Kuhl, 1817) 
M157;n/a;n/a;Mammalia;Rodentia;Muridae;Mus cypriacus;(Bonhomme, et al., 2004)
M158;585389;v1.9 rev 2126ab0;Mammalia;Rodentia;Muridae;Mus macedonicus;Petrov and Ruzic, 1983 
M159;180366;v1.9 rev 2126ab0;Mammalia;Rodentia;Muridae;Mus musculus;Linnaeus, 1758 
M160;585406;v1.9 rev 2126ab0;Mammalia;Rodentia;Muridae;Mus spicilegus;Petényi, 1882 
M161;585407;v1.9 rev 2126ab0;Mammalia;Rodentia;Muridae;Mus spretus;Lataste, 1883 
M162;584974;v1.9 rev 2126ab0;Mammalia;Rodentia;Gliridae;Muscardinus avellanarius;(Linnaeus, 1758) 
M163;180555;v1.9 rev 2126ab0;Mammalia;Carnivora;Mustelidae;Mustela erminea;Linnaeus, 1758 
M164;726280;v1.9 rev 2126ab0;Mammalia;Carnivora;Mustelidae;Mustela eversmanii;Lesson, 1827 
M165;621951;v1.9 rev 2126ab0;Mammalia;Carnivora;Mustelidae;Mustela lutreola;(Linnaeus, 1761) 
M166;180554;v1.9 rev 2126ab0;Mammalia;Carnivora;Mustelidae;Mustela nivalis;Linnaeus, 1766 
M167;621954;v1.9 rev 2126ab0;Mammalia;Carnivora;Mustelidae;Mustela putorius;Linnaeus, 1758 
M168;621955;v1.9 rev 2126ab0;Mammalia;Carnivora;Mustelidae;Mustela sibirica;Pallas, 1773 
M169;970613;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Myodes glareolus;(Schreber, 1780) 
M170;970617;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Myodes rufocanus;(Sundevall, 1846) 
M171;970618;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Myodes rutilus;(Pallas, 1779) 
M172;584972;v1.9 rev 2126ab0;Mammalia;Rodentia;Gliridae;Myomimus roachi;(Bate, 1937) 
M173;584973;v1.9 rev 2126ab0;Mammalia;Rodentia;Gliridae;Myomimus setzeri;Rossolimo, 1976 
M174;632898;v1.9 rev 2126ab0;Mammalia;Rodentia;Cricetidae;Myopus schisticolor;(Lilljeborg, 1844) 
M175;946234;v1.9 rev 2126ab0;Mammalia;Chiroptera;Vespertilionidae;Myotis alcathoe;von Helversen and Heller, 2001 
M176;946244;v1.9 rev 2126ab0;Mammalia;Chiroptera;Vespertilionidae;Myotis aurascens;(Peters, 1869)
M177;946238;v1.9 rev 2126ab0;Mammalia;Chiroptera;Vespertilionidae;Myotis bechsteinii;(Kuhl, 1817) 
M178;632003;v1.9 rev 2126ab0;Mammalia;Chiroptera;Vespertilionidae;Myotis blythii;(Tomes, 1857) 
M179;946240;v1.9 rev 2126ab0;Mammalia;Chiroptera;Vespertilionidae;Myotis brandtii;(Eversmann, 1845) 
M180;632007;v1.9 rev 2126ab0;Mammalia;Chiroptera;Vespertilionidae;Myotis capaccinii;(Bonaparte, 1837) 
M181;632011;v1.9 rev 2126ab0;Mammalia;Chiroptera;Vespertilionidae;Myotis dasycneme;(Boie, 1825) 
M182;946243;v1.9 rev 2126ab0;Mammalia;Chiroptera;Vespertilionidae;Myotis daubentonii;(Kuhl, 1817) 
M183;632015;v1.9 rev 2126ab0;Mammalia;Chiroptera;Vespertilionidae;Myotis emarginatus;(E. Geoffroy, 1806) 
M184;946247;v1.9 rev 2126ab0;Mammalia;Chiroptera;Vespertilionidae;Myotis hajastanicus;Argyropulo, 1939 
M185;632035;v1.9 rev 2126ab0;Mammalia;Chiroptera;Vespertilionidae;Myotis myotis;(Borkhausen, 1797) 
M186;632036;v1.9 rev 2126ab0;Mammalia;Chiroptera;Vespertilionidae;Myotis mystacinus;(Kuhl, 1817) 
M187;632037;v1.9 rev 2126ab0;Mammalia;Chiroptera;Vespertilionidae;Myotis nattereri;(Kuhl, 1817) 
M188;946253;v1.9 rev 2126ab0;Mammalia;Chiroptera;Vespertilionidae;Myotis nipalensis;Dobson, 1871 
M189;946256;v1.9 rev 2126ab0;Mammalia;Chiroptera;Vespertilionidae;Myotis punicus;Felten, Spitzenberger and Storch, 1977 
M190;632052;v1.9 rev 2126ab0;Mammalia;Chiroptera;Vespertilionidae;Myotis schaubi;Kormos, 1934 
M191;633775;v1.9 rev 2126ab0;Mammalia;Eulipotyphla;Soricidae;Neomys anomalus;Cabrera, 1907 
M192;633776;v1.9 rev 2126ab0;Mammalia;Eulipotyphla;Soricidae;Neomys fodiens;(Pennant, 1771) 
M193;709799;v1.9 rev 2126ab0;Mammalia;Eulipotyphla;Soricidae;Neomys teres;Miller, 1908 
M195;632064;v1.9 rev 2126ab0;Mammalia;Chiroptera;Vespertilionidae;Nyctalus azoreum;(Thomas, 1901) 
M196;632066;v1.9 rev 2126ab0;Mammalia;Chiroptera;Vespertilionidae;Nyctalus lasiopterus;(Schreber, 1780) 
M197;632067;v1.9 rev 2126ab0;Mammalia;Chiroptera;Vespertilionidae;Nyctalus leisleri;(Kuhl, 1817) 
M198;632069;v1.9 rev 2126ab0;Mammalia;Chiroptera;Vespertilionidae;Nyctalus noctula;(Schreber, 1774) 
M199;625321;v1.9 rev 2126ab0;Mammalia;Lagomorpha;Ochotonidae;Ochotona hyperborea;(Pallas, 1811) 
M200;625329;v1.9 rev 2126ab0;Mammalia;Lagomorpha;Ochotonidae;Ochotona pusilla;(Pallas, 1769) 
M201;180129;v1.9 rev 2126ab0;Mammalia;Lagomorpha;Leporidae;Oryctolagus cuniculus;(Linnaeus, 1758) 
M202;183791;v1.9 rev 2126ab0;Mammalia;Carnivora;Felidae;Felis manul;(Pallas, 1776) 
M203;552475;v1.9 rev 2126ab0;Mammalia;Cetartiodactyla;Bovidae;Ovis aries;Linnaeus, 1758 
M204;898799;v1.9 rev 2126ab0;Mammalia;Cetartiodactyla;Bovidae;Ovis aries orientalis;Gmelin, 1774 
M205;183804;v1.9 rev 2126ab0;Mammalia;Carnivora;Felidae;Panthera pardus;(Linnaeus, 1758) 
M206;632108;v1.9 rev 2126ab0;Mammalia;Chiroptera;Vespertilionidae;Pipistrellus kuhlii;(Kuhl, 1817) 
M207;632111;v1.9 rev 2126ab0;Mammalia;Chiroptera;Vespertilionidae;Pipistrellus maderensis;(Dobson, 1878) 
M208;632118;v1.9 rev 2126ab0;Mammalia;Chiroptera;Vespertilionidae;Pipistrellus nathusii;(Keyserling and Blasius, 1839) 
M209;632123;v1.9 rev 2126ab0;Mammalia;Chiroptera;Vespertilionidae;Pipistrellus pipistrellus;(Schreber, 1774) 
M210;946162;v1.9 rev 2126ab0;Mammalia;Chiroptera;Vespertilionidae;Pipistrellus pygmaeus;(Leach, 1825) 
M211;632133;v1.9 rev 2126ab0;Mammalia;Chiroptera;Vespertilionidae;Plecotus auritus;(Linnaeus, 1758) 
