Taxon,Binomial,Family,Insular (Y/N),Maximum mass (log10(g)),Appears in fossil record? (Y/N),Reference for body size,Reference for fossil record
Lizards,Lerista ameles,Scincidae,N,-0.007027954,N,"Feldman et al., 2016",
Lizards,Lerista amicorum,Scincidae,N,-0.02883529,N,"Feldman et al., 2016",
Lizards,Lerista apoda,Scincidae,N,0.144817586,N,"Feldman et al., 2016",
Lizards,Lerista arenicola,Scincidae,N,0.750307368,N,"Feldman et al., 2016",
Lizards,Lerista axillaris,Scincidae,N,0.587491592,N,"Feldman et al., 2016",
Lizards,Lerista baynesi,Scincidae,N,0.635750322,N,"Feldman et al., 2016",
Lizards,Lerista bipes,Scincidae,N,0.307056912,N,"Feldman et al., 2016",
Lizards,Lerista borealis,Scincidae,N,0.240969838,N,"Feldman et al., 2016",
Lizards,Lerista bougainvillii,Scincidae,N,0.910749223,Y,"Feldman et al., 2016","Reed & Bourne, 2000"
Lizards,Lerista bunglebungle,Scincidae,N,0.170546173,N,"Feldman et al., 2016",
Lizards,Lerista carpentariae,Scincidae,N,0.354082355,N,"Feldman et al., 2016",
Lizards,Lerista chalybura,Scincidae,N,-0.007146149,N,"Feldman et al., 2016",
Lizards,Lerista chordae,Scincidae,N,-0.117875588,N,"Feldman et al., 2016",
Lizards,Lerista christinae,Scincidae,N,-0.246707701,N,"Feldman et al., 2016",
Lizards,Lerista cinerea,Scincidae,N,0.384325931,N,"Feldman et al., 2016",
Lizards,Lerista clara,Scincidae,N,-0.02883529,N,"Feldman et al., 2016",
Lizards,Lerista colliveri,Scincidae,N,0.623887483,N,"Feldman et al., 2016",
Lizards,Lerista connivens,Scincidae,N,0.575080171,N,"Feldman et al., 2016",
Lizards,Lerista desertorum,Scincidae,N,0.659089849,N,"Feldman et al., 2016",
Lizards,Lerista distinguenda,Scincidae,N,0.014113475,N,"Feldman et al., 2016",
Lizards,Lerista dorsalis,Scincidae,N,0.369310638,N,"Feldman et al., 2016",
Lizards,Lerista edwardsae,Scincidae,N,0.681932752,N,"Feldman et al., 2016",
Lizards,Lerista elegans,Scincidae,N,-0.120258666,N,"Feldman et al., 2016",
Lizards,Lerista elongata,Scincidae,N,0.188589891,N,"Feldman et al., 2016",
Lizards,Lerista emmotti,Scincidae,N,0.768733619,N,"Feldman et al., 2016",
Lizards,Lerista eupoda,Scincidae,N,0.623887483,N,"Feldman et al., 2016",
Lizards,Lerista flammicauda,Scincidae,N,0.114520803,N,"Feldman et al., 2016",
Lizards,Lerista fragilis,Scincidae,N,0.188589891,N,"Feldman et al., 2016",
Lizards,Lerista frosti,Scincidae,N,0.322962032,N,"Feldman et al., 2016",
Lizards,Lerista gascoynensis,Scincidae,N,0.354082355,N,"Feldman et al., 2016",
Lizards,Lerista gerrardii,Scincidae,N,0.587491592,N,"Feldman et al., 2016",
Lizards,Lerista greeri,Scincidae,N,0.274521818,N,"Feldman et al., 2016",
Lizards,Lerista griffini,Scincidae,N,0.307056912,N,"Feldman et al., 2016",
Lizards,Lerista haroldi,Scincidae,N,-0.246707701,N,"Feldman et al., 2016",
Lizards,Lerista humphriesi,Scincidae,N,-0.03729928,N,"Feldman et al., 2016",
Lizards,Lerista ingrami,Scincidae,N,-0.359820218,N,"Feldman et al., 2016",
Lizards,Lerista ips,Scincidae,N,0.384325931,N,"Feldman et al., 2016",
Lizards,Lerista jacksoni,Scincidae,N,-0.09666264,N,"Feldman et al., 2016",
Lizards,Lerista kalumburu,Scincidae,N,0.240969838,N,"Feldman et al., 2016",
Lizards,Lerista karlschmidti,Scincidae,N,0.367797493,N,"Feldman et al., 2016",
Lizards,Lerista kendricki,Scincidae,N,0.307056912,N,"Feldman et al., 2016",
Lizards,Lerista kennedyensis,Scincidae,N,0.152194,N,"Feldman et al., 2016",
Lizards,Lerista kingi,Scincidae,N,-0.09666264,N,"Feldman et al., 2016",
Lizards,Lerista labialis,Scincidae,N,0.188589891,N,"Feldman et al., 2016",
Lizards,Lerista lineata,Scincidae,N,0.223792256,N,"Feldman et al., 2016",
Lizards,Lerista lineopunctulata,Scincidae,N,0.86535592,N,"Feldman et al., 2016",
Lizards,Lerista macropisthopus,Scincidae,N,0.737,N,"Feldman et al., 2016",
Lizards,Lerista maculosa,Scincidae,N,-0.220198306,N,"Feldman et al., 2016",
Lizards,Lerista micra,Scincidae,N,-0.09666264,N,"Feldman et al., 2016",
Lizards,Lerista microtis,Scincidae,N,0.616650387,N,"Feldman et al., 2016",
Lizards,Lerista muelleri,Scincidae,N,-0.007146149,N,"Feldman et al., 2016",
Lizards,Lerista neander,Scincidae,N,0.599761166,N,"Feldman et al., 2016",
Lizards,Lerista nevinae,Scincidae,N,-0.220198306,N,"Feldman et al., 2016",
Lizards,Lerista nichollsi,Scincidae,N,0.322962032,N,"Feldman et al., 2016",
Lizards,Lerista occulta,Scincidae,N,-0.273888291,N,"Feldman et al., 2016",
Lizards,Lerista onsloviana,Scincidae,N,0.354082355,N,"Feldman et al., 2016",
Lizards,Lerista orientalis,Scincidae,N,-0.02883529,N,"Feldman et al., 2016",
Lizards,Lerista petersoni,Scincidae,N,0.354082355,N,"Feldman et al., 2016",
Lizards,Lerista picturata,Scincidae,N,0.647483509,N,"Feldman et al., 2016",
Lizards,Lerista planiventralis,Scincidae,N,0.384325931,N,"Feldman et al., 2016",
Lizards,Lerista praefrontalis,Scincidae,N,0.354082355,N,"Feldman et al., 2016",
Lizards,Lerista praepedita,Scincidae,N,-0.022048948,N,"Feldman et al., 2016",
Lizards,Lerista punctatovittata,Scincidae,N,0.789379947,N,"Feldman et al., 2016",
Lizards,Lerista puncticauda,Scincidae,N,0.575080171,N,"Feldman et al., 2016",
Lizards,Lerista quadrivincula,Scincidae,N,0.034960265,N,"Feldman et al., 2016",
Lizards,Lerista rhodonoides,Scincidae,N,-0.02883529,N,"Feldman et al., 2016",
Lizards,Lerista robusta,Scincidae,N,0.257876896,N,"Feldman et al., 2016",
Lizards,Lerista rochfordensis,Scincidae,N,0.523947843,N,"Feldman et al., 2016",
Lizards,Lerista rolfei,Scincidae,N,-0.050971661,N,"Feldman et al., 2016",
Lizards,Lerista separanda,Scincidae,N,-0.486269254,N,"Feldman et al., 2016",
Lizards,Lerista simillima,Scincidae,N,0.095176568,N,"Feldman et al., 2016",
Lizards,Lerista speciosa,Scincidae,N,0.014113475,N,"Feldman et al., 2016",
Lizards,Lerista stictopleura,Scincidae,N,0.152194,N,"Feldman et al., 2016",
Lizards,Lerista storri,Scincidae,N,0.39913411,N,"Feldman et al., 2016",
Lizards,Lerista stylis,Scincidae,N,0.105640906,N,"Feldman et al., 2016",
Lizards,Lerista taeniata,Scincidae,N,-0.144384984,N,"Feldman et al., 2016",
Lizards,Lerista talpina,Scincidae,N,-0.359820218,N,"Feldman et al., 2016",
Lizards,Lerista terdigitata,Scincidae,N,0.354082355,N,"Feldman et al., 2016",
Lizards,Lerista tridactyla,Scincidae,N,0.114520803,N,"Feldman et al., 2016",
Lizards,Lerista uniduo,Scincidae,N,0.206335352,N,"Feldman et al., 2016",
Lizards,Lerista varia,Scincidae,N,0.562523584,N,"Feldman et al., 2016",
Lizards,Lerista verhmens,Scincidae,N,-0.007146149,N,"Feldman et al., 2016",
Lizards,Lerista vermicularis,Scincidae,N,-0.194327754,N,"Feldman et al., 2016",
Lizards,Lerista viduata,Scincidae,N,0.213223207,N,"Feldman et al., 2016",
Lizards,Lerista vittata,Scincidae,N,0.4423712,N,"Feldman et al., 2016",
Lizards,Lerista walkeri,Scincidae,N,0.240969838,N,"Feldman et al., 2016",
Lizards,Lerista wilkinsi,Scincidae,N,0.428151443,N,"Feldman et al., 2016",
Lizards,Lerista xanthura,Scincidae,N,0.152194,N,"Feldman et al., 2016",
Lizards,Lerista yuna,Scincidae,N,0.290912609,N,"Feldman et al., 2016",
Lizards,Lerista zietzi,Scincidae,N,0.075477374,N,"Feldman et al., 2016",
Lizards,Lerista zonulata,Scincidae,N,-0.007146149,N,"Feldman et al., 2016",
Lizards,Liburnascincus coensis,Scincidae,N,0.792171279,N,"Feldman et al., 2016",
Lizards,Liburnascincus mundivensis,Scincidae,N,0.616650387,N,"Feldman et al., 2016",
Lizards,Liburnascincus scirtetis,Scincidae,N,0.832821571,N,"Feldman et al., 2016",
Lizards,Liopholis guthega,Scincidae,N,1.479347899,N,"Feldman et al., 2016",
Lizards,Liopholis inornata,Scincidae,N,1.105093711,N,"Feldman et al., 2016",
Lizards,Liopholis kintorei,Scincidae,N,2.305025856,N,"Feldman et al., 2016",
Lizards,Liopholis margaretae,Scincidae,N,1.541134847,N,"Feldman et al., 2016",
Lizards,Liopholis modesta,Scincidae,N,1.491924995,N,"Feldman et al., 2016",
Lizards,Liopholis montana,Scincidae,N,1.479347899,N,"Feldman et al., 2016",
Lizards,Liopholis multiscutata,Scincidae,N,1.275753811,N,"Feldman et al., 2016",
Lizards,Liopholis pulchra,Scincidae,N,1.46665698,N,"Feldman et al., 2016",
Lizards,Liopholis slateri,Scincidae,N,1.29028593,N,"Feldman et al., 2016",
Lizards,Liopholis striata,Scincidae,N,1.491924995,N,"Feldman et al., 2016",
Lizards,Liopholis whitii,Scincidae,N,1.504390294,Y,"Feldman et al., 2016","Prideaux, 2004"
Lizards,Lioscincus greeri,Scincidae,Y,0.639830037,N,"Feldman et al., 2016",
Lizards,Lioscincus maruia,Scincidae,Y,0.639830037,N,"Feldman et al., 2016",
Lizards,Lioscincus nigrofasciolatum,Scincidae,Y,1.491924995,N,"Feldman et al., 2016",
Lizards,Lioscincus novaecaledoniae,Scincidae,Y,0.792171279,N,"Feldman et al., 2016",
Lizards,Lioscincus steindachneri,Scincidae,Y,1.504390294,N,"Feldman et al., 2016",
Lizards,Lioscincus tillieri,Scincidae,Y,0.707155136,N,"Feldman et al., 2016",
Lizards,Lioscincus vivae,Scincidae,Y,0.494631124,N,"Feldman et al., 2016",
Lizards,Lipinia albodorsalis,Scincidae,Y,0.46889945,N,"Feldman et al., 2016",
Lizards,Lipinia auriculata,Scincidae,Y,0.388744099,N,"Feldman et al., 2016",
Lizards,Lipinia cheesmanae,Scincidae,Y,0.012547616,N,"Feldman et al., 2016",
Lizards,Lipinia inexpectata,Scincidae,Y,0.068930562,N,"Feldman et al., 2016",
Lizards,Lipinia infralineolata,Scincidae,Y,0.332643142,N,"Feldman et al., 2016",
Lizards,Lipinia leptosoma,Scincidae,Y,0.181708692,N,"Feldman et al., 2016",
Lizards,Lipinia longiceps,Scincidae,Y,0.149469643,N,"Feldman et al., 2016",
Lizards,Lipinia macrotympanum,Scincidae,Y,0.23548299,N,"Feldman et al., 2016",
Lizards,Lipinia miangensis,Scincidae,Y,0.012547616,N,"Feldman et al., 2016",
Lizards,Lipinia nitens,Scincidae,Y,-0.196450473,N,"Feldman et al., 2016",
Lizards,Lipinia noctua,Scincidae,Y,0.46889945,N,"Feldman et al., 2016",
Lizards,Lipinia nototaenia,Scincidae,Y,0.303727955,N,"Feldman et al., 2016",
Lizards,Lipinia occidentalis,Scincidae,Y,0.048051712,N,"Feldman et al., 2016",
Lizards,Lipinia pulchella,Scincidae,Y,0.360974144,N,"Feldman et al., 2016",
Lizards,Lipinia pulchra,Scincidae,Y,0.082679073,N,"Feldman et al., 2016",
Lizards,Lipinia quadrivittata,Scincidae,N,0.244045038,N,"Feldman et al., 2016",
Lizards,Lipinia rabori,Scincidae,Y,0.489522423,N,"Feldman et al., 2016",
Lizards,Lipinia relicta,Scincidae,Y,0.519899139,N,"Feldman et al., 2016",
Lizards,Lipinia rouxi,Scincidae,Y,0.082679073,N,"Feldman et al., 2016",
Lizards,Lipinia sekayuensis,Scincidae,N,0.126453046,N,"Feldman et al., 2016",
Lizards,Lipinia semperi,Scincidae,Y,0.358166662,N,"Feldman et al., 2016",
Lizards,Lipinia septentrionalis,Scincidae,Y,0.149469643,N,"Feldman et al., 2016",
Lizards,Lipinia subvittata,Scincidae,Y,0.519899139,N,"Feldman et al., 2016",
Lizards,Lipinia surda,Scincidae,N,0.442686783,N,"Feldman et al., 2016",
Lizards,Lipinia venemai,Scincidae,Y,0.556967471,N,"Feldman et al., 2016",
Lizards,Lipinia vittigera,Scincidae,N,0.213223207,N,"Feldman et al., 2016",
Lizards,Lipinia vulcania,Scincidae,Y,0.16083781,N,"Feldman et al., 2016",
Lizards,Lipinia zamboangensis,Scincidae,Y,0.197554475,N,"Feldman et al., 2016",
Lizards,Lissolepis coventryi,Scincidae,N,1.901598675,N,"Feldman et al., 2016",
Lizards,Lissolepis luctuosa,Scincidae,N,1.700923085,N,"Feldman et al., 2016",
Lizards,Lobulia alpina,Scincidae,Y,0.832821571,N,"Feldman et al., 2016",
Lizards,Lobulia brongersmai,Scincidae,Y,0.494631124,N,"Feldman et al., 2016",
Lizards,Lobulia elegans,Scincidae,Y,0.750307368,N,"Feldman et al., 2016",
Lizards,Lobulia glacialis,Scincidae,Y,0.569108991,N,"Feldman et al., 2016",
Lizards,Lobulia stellaris,Scincidae,Y,0.707155136,N,"Feldman et al., 2016",
Lizards,Lobulia subalpina,Scincidae,Y,0.948147089,N,"Feldman et al., 2016",
Lizards,Lygisaurus abscondita,Scincidae,N,-0.355375469,N,"Feldman et al., 2016",
Lizards,Lygisaurus aeratus,Scincidae,N,0.012547616,N,"Feldman et al., 2016",
Lizards,Lygisaurus curtus,Scincidae,Y,0.155977018,N,"Feldman et al., 2016",
Lizards,Lygisaurus foliorum,Scincidae,N,0.149469643,N,"Feldman et al., 2016",
Lizards,Lygisaurus laevis,Scincidae,N,-0.061276633,N,"Feldman et al., 2016",
Lizards,Lygisaurus macfarlani,Scincidae,N,0.033957755,N,"Feldman et al., 2016",
Lizards,Lygisaurus malleolus,Scincidae,N,-0.25613339,N,"Feldman et al., 2016",
Lizards,Lygisaurus novaeguineae,Scincidae,N,-0.143216696,N,"Feldman et al., 2016",
Lizards,Lygisaurus parrhasius,Scincidae,N,-0.139204285,N,"Feldman et al., 2016",
Lizards,Lygisaurus rococo,Scincidae,N,0.213223207,N,"Feldman et al., 2016",
Lizards,Lygisaurus sesbrauna,Scincidae,N,-0.179854577,N,"Feldman et al., 2016",
Lizards,Lygisaurus tanneri,Scincidae,N,-0.061276633,N,"Feldman et al., 2016",
Lizards,Lygisaurus zuma,Scincidae,N,-0.179854577,N,"Feldman et al., 2016",
Lizards,Lygosoma albopunctata,Scincidae,N,0.750307368,N,"Feldman et al., 2016",
Lizards,Lygosoma angeli,Scincidae,N,1.901598675,N,"Feldman et al., 2016",
Lizards,Lygosoma anguinum,Scincidae,N,0.593081146,N,"Feldman et al., 2016",
Lizards,Lygosoma ashwamedhi,Scincidae,N,-0.26487072,N,"Feldman et al., 2016",
Lizards,Lygosoma bampfyldei,Scincidae,Y,1.825726278,N,"Feldman et al., 2016",
Lizards,Lygosoma boehmei,Scincidae,N,1.200744656,N,"Feldman et al., 2016",
Lizards,Lygosoma bowringii,Scincidae,N,1.054704929,N,"Feldman et al., 2016",
Lizards,Lygosoma carinatum,Scincidae,N,1.333,N,"Feldman et al., 2016",
Lizards,Lygosoma chaperi,Scincidae,N,0.728897229,N,"Feldman et al., 2016",
Lizards,Lygosoma corpulentum,Scincidae,N,2.26952176,N,"Feldman et al., 2016",
Lizards,Lygosoma frontoparietale,Scincidae,N,0.082679073,N,"Feldman et al., 2016",
Lizards,Lygosoma goaensis,Scincidae,N,0.442686783,N,"Feldman et al., 2016",
Lizards,Lygosoma guentheri,Scincidae,N,1.46665698,N,"Feldman et al., 2016",
Lizards,Lygosoma haroldyoungi,Scincidae,N,1.15788696,N,"Feldman et al., 2016",
Lizards,Lygosoma herberti,Scincidae,N,0.771395538,N,"Feldman et al., 2016",
Lizards,Lygosoma isodactylum,Scincidae,N,0.90555545,N,"Feldman et al., 2016",
Lizards,Lygosoma koratense,Scincidae,N,1.588676243,N,"Feldman et al., 2016",
Lizards,Lygosoma laeviceps,Scincidae,N,1.105093711,N,"Feldman et al., 2016",
Lizards,Lygosoma lanceolatum,Scincidae,Y,1.333,N,"Feldman et al., 2016",
Lizards,Lygosoma lineata,Scincidae,N,0.548405422,N,"Feldman et al., 2016",
Lizards,Lygosoma lineolatum,Scincidae,N,0.240969838,N,"Feldman et al., 2016",
Lizards,Lygosoma mafianum,Scincidae,Y,1.121495499,N,"Feldman et al., 2016",
Lizards,Lygosoma opisthorhodum,Scincidae,Y,1.231231441,N,"Feldman et al., 2016",
Lizards,Lygosoma pembanum,Scincidae,Y,1.216070894,N,"Feldman et al., 2016",
Lizards,Lygosoma popae,Scincidae,N,0.639830037,N,"Feldman et al., 2016",
Lizards,Lygosoma pruthi,Scincidae,N,0.544719909,N,"Feldman et al., 2016",
Lizards,Lygosoma punctata,Scincidae,N,1.200744656,N,"Feldman et al., 2016",
Lizards,Lygosoma quadrupes,Scincidae,N,0.693174488,N,"Feldman et al., 2016",
Lizards,Lygosoma singha,Scincidae,Y,0.181708692,N,"Feldman et al., 2016",
Lizards,Lygosoma veunsaiensis,Scincidae,N,-0.196450473,N,"Feldman et al., 2016",
Lizards,Lygosoma vosmaeri,Scincidae,N,0.593081146,N,"Feldman et al., 2016",
Lizards,Mabuya cochonae,Scincidae,Y,1.304668998,N,"Feldman et al., 2016",
Lizards,Mabuya desiradae,Scincidae,Y,1.306099225,N,"Feldman et al., 2016",
Lizards,Mabuya dominicana,Scincidae,Y,1.346953716,N,"Feldman et al., 2016",
Lizards,Madascincus ankodabensis,Scincidae,Y,0.360974144,N,"Feldman et al., 2016",
Lizards,Madascincus arenicola,Scincidae,Y,1.049565021,N,"Feldman et al., 2016",
Lizards,Madascincus igneocaudatus,Scincidae,Y,0.984573472,N,"Feldman et al., 2016",
Lizards,Madascincus macrolepis,Scincidae,Y,-0.179854577,N,"Feldman et al., 2016",
Lizards,Madascincus melanopleura,Scincidae,Y,0.544719909,N,"Feldman et al., 2016",
Lizards,Madascincus minutus,Scincidae,Y,0.197554475,N,"Feldman et al., 2016",
Lizards,Madascincus mouroundavae,Scincidae,Y,0.872326631,N,"Feldman et al., 2016",
Lizards,Madascincus nanus,Scincidae,Y,-0.402916865,N,"Feldman et al., 2016",
Lizards,Madascincus polleni,Scincidae,Y,1.360769955,N,"Feldman et al., 2016",
Lizards,Madascincus stumpffi,Scincidae,Y,1.516745765,N,"Feldman et al., 2016",
Lizards,Manciola guaporicola,Scincidae,N,1.304668998,N,"Feldman et al., 2016",
Lizards,Maracaiba meridensis,Scincidae,N,0.961552625,N,"Feldman et al., 2016",
Lizards,Maracaiba zuliae,Scincidae,N,1.345564576,N,"Feldman et al., 2016",
Lizards,Marisora alliacea,Scincidae,N,1.153734548,N,"Feldman et al., 2016",
Lizards,Marisora aurulae,Scincidae,Y,1.169580331,N,"Feldman et al., 2016",
Lizards,Marisora brachypoda,Scincidae,N,1.116595074,N,"Feldman et al., 2016",
Lizards,Marisora falconensis,Scincidae,N,1.172728115,N,"Feldman et al., 2016",
Lizards,Marisora magnacornae,Scincidae,Y,0.973744562,N,"Feldman et al., 2016",
Lizards,Marisora roatanae,Scincidae,Y,1.18836191,N,"Feldman et al., 2016",
Lizards,Marisora unimarginata,Scincidae,N,1.216070894,N,"Feldman et al., 2016",
Lizards,Marmorosphax boulinda,Scincidae,Y,0.442686783,N,"Feldman et al., 2016",
Lizards,Marmorosphax kaala,Scincidae,Y,0.507322043,N,"Feldman et al., 2016",
Lizards,Marmorosphax montana,Scincidae,Y,0.771395538,N,"Feldman et al., 2016",
Lizards,Marmorosphax taom,Scincidae,Y,0.481824306,N,"Feldman et al., 2016",
Lizards,Marmorosphax tricolor,Scincidae,Y,0.750307368,N,"Feldman et al., 2016",
Lizards,Melanoseps ater,Scincidae,N,1.007494975,N,"Feldman et al., 2016",
Lizards,Melanoseps emmrichi,Scincidae,N,1.343907315,N,"Feldman et al., 2016",
Lizards,Melanoseps longicauda,Scincidae,N,0.369310638,N,"Feldman et al., 2016",
Lizards,Melanoseps loveridgei,Scincidae,N,0.743263192,N,"Feldman et al., 2016",
Lizards,Melanoseps occidentalis,Scincidae,N,0.579270208,N,"Feldman et al., 2016",
Lizards,Melanoseps pygmaeus,Scincidae,N,0.253894281,N,"Feldman et al., 2016",
Lizards,Melanoseps rondoensis,Scincidae,N,0.61589303,N,"Feldman et al., 2016",
Lizards,Melanoseps uzungwensis,Scincidae,N,1.134104378,N,"Feldman et al., 2016",
Lizards,Menetia alanae,Scincidae,N,-0.402916865,N,"Feldman et al., 2016",
Lizards,Menetia amaura,Scincidae,N,-0.402916865,N,"Feldman et al., 2016",
Lizards,Menetia concinna,Scincidae,N,-0.309393091,N,"Feldman et al., 2016",
Lizards,Menetia greyii,Scincidae,N,0.048051712,N,"Feldman et al., 2016",
Lizards,Menetia maini,Scincidae,N,-0.452126717,N,"Feldman et al., 2016",
Lizards,Menetia surda,Scincidae,N,-0.26487072,N,"Feldman et al., 2016",
Lizards,Mesoscincus altamirani,Scincidae,N,1.333,N,"Feldman et al., 2016",
Lizards,Mesoscincus managuae,Scincidae,N,1.645922432,N,"Feldman et al., 2016",
Lizards,Mesoscincus schwartzei,Scincidae,N,1.645922432,N,"Feldman et al., 2016",
Lizards,Mochlus afer,Scincidae,N,1.804847427,N,"Feldman et al., 2016",
Lizards,Mochlus brevicaudis,Scincidae,N,0.984573472,N,"Feldman et al., 2016",
Lizards,Mochlus grandisonianum,Scincidae,N,0.604915282,N,"Feldman et al., 2016",
Lizards,Mochlus guineensis,Scincidae,N,1.020077568,N,"Feldman et al., 2016",
Lizards,Mochlus mabuiiforme,Scincidae,N,2.457676403,N,"Feldman et al., 2016",
Lizards,Mochlus mocquardi,Scincidae,N,1.020077568,N,"Feldman et al., 2016",
Lizards,Mochlus paedocarinatum,Scincidae,N,1.088497815,N,"Feldman et al., 2016",
Lizards,Mochlus productum,Scincidae,N,1.510581637,N,"Feldman et al., 2016",
Lizards,Mochlus simonettai,Scincidae,N,1.153734548,N,"Feldman et al., 2016",
Lizards,Mochlus somalicum,Scincidae,N,1.105093711,N,"Feldman et al., 2016",
Lizards,Mochlus sundevalli,Scincidae,N,1.804847427,N,"Feldman et al., 2016",
Lizards,Mochlus tanae,Scincidae,N,0.715310859,N,"Feldman et al., 2016",
Lizards,Mochlus vinciguerrae,Scincidae,N,0.707155136,N,"Feldman et al., 2016",
Lizards,Morethia adelaidensis,Scincidae,N,0.569108991,N,"Feldman et al., 2016",
Lizards,Morethia boulengeri,Scincidae,N,0.544719909,N,"Feldman et al., 2016",
Lizards,Morethia butleri,Scincidae,N,0.544719909,N,"Feldman et al., 2016",
Lizards,Morethia lineoocellata,Scincidae,N,0.544719909,N,"Feldman et al., 2016",
Lizards,Morethia obscura,Scincidae,N,0.519899139,N,"Feldman et al., 2016",
Lizards,Morethia ruficauda,Scincidae,N,0.244045038,N,"Feldman et al., 2016",
Lizards,Morethia storri,Scincidae,N,-0.023878767,N,"Feldman et al., 2016",
Lizards,Morethia taeniopleura,Scincidae,N,0.181708692,N,"Feldman et al., 2016",
Lizards,Nangura spinosa,Scincidae,N,1.261069521,N,"Feldman et al., 2016",
Lizards,Nannoscincus exos,Scincidae,Y,-0.061276633,N,"Feldman et al., 2016",
Lizards,Nannoscincus garrulus,Scincidae,Y,0.424041953,N,"Feldman et al., 2016",
Lizards,Nannoscincus gracilis,Scincidae,Y,-0.02883529,N,"Feldman et al., 2016",
Lizards,Nannoscincus greeri,Scincidae,Y,-0.179854577,N,"Feldman et al., 2016",
Lizards,Nannoscincus hanchisteus,Scincidae,Y,-0.179854577,N,"Feldman et al., 2016",
Lizards,Nannoscincus humectus,Scincidae,Y,-0.099699225,N,"Feldman et al., 2016",
Lizards,Nannoscincus manautei,Scincidae,Y,-0.179854577,N,"Feldman et al., 2016",
Lizards,Nannoscincus mariei,Scincidae,Y,0.244045038,N,"Feldman et al., 2016",
Lizards,Nannoscincus rankini,Scincidae,Y,0.082679073,N,"Feldman et al., 2016",
Lizards,Nannoscincus slevini,Scincidae,Y,-0.169065978,N,"Feldman et al., 2016",
Lizards,Nessia bipes,Scincidae,Y,0.17010697,N,"Feldman et al., 2016",
Lizards,Nessia burtonii,Scincidae,Y,0.4423712,N,"Feldman et al., 2016",
Lizards,Nessia deraniyagalai,Scincidae,Y,0.17010697,N,"Feldman et al., 2016",
Lizards,Nessia didactyla,Scincidae,Y,0.575080171,N,"Feldman et al., 2016",
Lizards,Nessia hickanala,Scincidae,Y,0.729094482,N,"Feldman et al., 2016",
Lizards,Nessia layardi,Scincidae,Y,0.331194063,N,"Feldman et al., 2016",
Lizards,Nessia monodactyla,Scincidae,Y,0.298795202,N,"Feldman et al., 2016",
